ID,Title,Image,Calories,Fat,Protein,Carbs,Ingredients,RecipeSteps
JOR_367,Homemade flatbreads recipe ,"https://img.jamieoliver.com/jamieoliver/recipe-database/82087858.jpg?tr=w-800,h-1066",360,8.9,8.2,62.8,"[""cornmeal"", ""plain flour "", ""plus extra for dusting"", ""sachet of dried yeast"", ""olive oil""]","Mix the cornmeal, flour and a good pinch of sea salt in a large bowl. Stir the yeast into 275ml of warm water, then add to the bowl and mix to form a pliable sticky dough, adding a splash more water, if needed. On a clean flour-dusted surface, divide into 6 balls, then flatten each into a 10cm round, pushing your fingers into the top to give you a ripple effect. Place on a lightly oiled tray, cover with a clean damp tea towel and leave to prove for 45 minutes. Working in batches, drizzle a little oil into a large non-stick frying pan on a medium heat. Once hot, cook a few dough rounds for 2 to 3 minutes on each side, or until golden and perfectly charred, then repeat, topping up the oil between batches, if needed."
JOR_368,Fluffy coconut breads ,"https://img.jamieoliver.com/jamieoliver/recipe-database/66366604.jpg?tr=w-800,h-1066",259,7.9,5.5,44,"[""tin of light coconut milk"", ""self raising flour "", ""plus extra for dusting"", ""olive oil"", ""unsalted butter""]","Pour the coconut milk into a bowl with a pinch of sea salt and add enough flour to create a dough (you might not need it all), bringing it together with your hands. On a clean flour-dusted surface, divide into 8 balls, then flatten each into a 10cm round, pushing your fingers into the top to give you a ripple effect. Place on a lightly oiled tray, and cover with a clean damp tea towel until you're ready to cook. Working in batches, drizzle a little oil into a large non-stick frying pan on a medium heat with some of the butter. Once melted, cook a few dough rounds for 2 to 3 minutes on each side, or until golden and puffed up, then repeat. Delicious served with my Game-on curry."
JOR_369,White sourdough ,"https://img.jamieoliver.com/jamieoliver/recipe-database/58393573.jpg?tr=w-800,h-1066",185,0.8,6,40.8,"[""organic strong white flour "", ""plus extra for dusting"", ""organic white rye flour "", ""or white spelt flour"", ""  tablespoons rice flour"", ""  tablespoons semolina or fine polenta"", ""LEVAIN"", ""active starter"", ""organic strong white flour""]","Make the levain the night before, just before going to bed. Combine the levain ingredients in a bowl with 80g of water and beat until smooth. Cover with clingfilm and leave overnight, at room temperature, until the mixture is bubbly. The next morning, combine the strong white flour and rye or spelt flour in a large bowl, and make a well in the centre. Add the levain and 300ml of cool water. Mix with a rubber spatula or wooden spoon for a couple of minutes until thoroughly combined and no lumps remain. Cover and set aside for 20 to 30 minutes to let the flour absorb the water and become hydrated. Grind 15g sea salt in a pestle and mortar and add to the dough. Using wet hands, mix to combine, then turn out onto a clean work surface and knead for 10 minutes using the â€˜slap and fold' technique: pick up the dough in both hands, flip it and slap it onto the work surface, letting the full weight of it drop - the dough will stick to the surface. Working quickly, pull and stretch the dough from the far end towards you, then fold it in half away from you. Pick up the dough again, turn it anti-clockwise, and repeat. Continue this action for 10 to 15 minutes - the dough will be silky smooth, elastic and no longer sticky. Do not be tempted to add more flour during the kneading process. With the help of the bench scraper, scoop the dough up and return it to the bowl, rounded-side-up. Cover loosely with clingfilm or a shower cap and leave at room temperature, in a draught-free spot, for about 1 hour, or until the dough looks smooth and airy but has not risen significantly. Lightly dust your hands and work surface with flour. Turn out the dough, gently press and stretch it into a rectangle three times as long as it is wide, about 12cm x 40cm. With a shorter side closest to you, fold the lower third into the middle, then fold the upper third over the top, giving you a triple-layered square of dough. Rotate it 90 degrees, stretch it out into a rectangle again and repeat the folding steps once more. Flip the square of dough over, place it back in the bowl and cover loosely with clingfilm or a shower cap. Leave to prove at room temperature for 4 hours. Turn the dough onto a lightly floured work surface. Pull the top edge into the centre, turn the dough a quarter of a turn and repeat - do this 5 or 6 times until it becomes smooth. Flip it over, cover with an upturned bowl and set aside for 10 to 15 minutes. Place the rice flour in a bowl with an extra tablespoon of strong flour. Line a banneton or proving basket with a clean linen towel and dust with the flour mixture - this ensures that the dough won't stick to the sides of the basket. Use the palms of your hands to shape the dough into a tight round, seam-side down. Twist the dough anti-clockwise, without lifting it or knocking out any air - you want to keep the ball neat and tight. Dust with flour and use the bench scraper to lift and turn it over. Place in the basket, seam-side-up, cover with a shower cap and leave to prove at room temperature for 4 hours, by which time it will have risen by nearly half again. Place the basket of dough in the fridge overnight to prove. The next morning, the dough should be almost to the top of the basket and, when pressed with the tip of your finger, will slowly bounce back, leaving a small indent. Preheat the oven to 240°C/475°F/gas 9 and place a cloche baking dome, Dutch oven or large, lidded cast-iron casserole dish inside. Leave the oven to heat up for 30 minutes or so. Remove the dough from the fridge, dust with semolina or polenta and carefully turn out the loaf into the cloche or casserole. Working quickly, use a lame to slash a pattern into the top of the loaf. Cover with the lid and bake for 40 minutes, then remove the cover, reduce the oven to 220°C/425°F/gas 7 and bake for another 20 minutes. Leave to cool on a wire rack."
JOR_370,Chocolate chip soda bread ,"https://img.jamieoliver.com/jamieoliver/recipe-database/51375477.jpg?tr=w-800,h-1066",496,16.2,14.5,77,"[""g blanched hazelnuts"", "" large free range egg"", "" tablespoon semi skimmed milk"", ""plain flour "", ""plus extra for dusting"", "" level teaspoon bicarbonate of soda"", ""quality dark chocolate chips %"", ""buttermilk"", "" tablespoon oats""]","Preheat the oven to 220°C/425°F/gas 7. Toast the hazelnuts in a dry frying pan over a medium heat until lightly golden, then crush with a pestle and mortar. Whisk the egg and milk in a small bowl. Sift the flour and bicarb into a large mixing bowl, then stir in half of the toasted nuts, the chocolate chips and a pinch of sea salt. Make a well in the middle and pour in the eggy milk, then mix in enough of the buttermilk to bring it together into a ball of dough. Knead on a floured surface for a few seconds, pat into a 15cm round and place on a non-stick baking tray. Cut a deep cross in the top, then scatter over the oats and remaining nuts. Bake for 40 minutes, reducing the oven to 200°C/400°F/gas 6 after 15 minutes. Turn the bread over and bake for 5 more minutes, or until it sounds hollow when the base is tapped. Enjoy while still warm."
JOR_371,Chocolate hot cross bun loaf ,"https://img.jamieoliver.com/jamieoliver/recipe-database/134761768.jpg?tr=w-800,h-1066",317,9.4,6.8,53.2,"[""mixed dried fruit "", ""such as dates"", ""cranberries"", ""raisins"", ""sour cherries"", ""semi skimmed milk"", ""sachet of dried yeast"", "" teaspoons runny honey"", ""blanched hazelnuts"", ""strong white bread flour "", ""plus extra for dustin"", "" teaspoons ground cinnamon"", ""unsalted butter "", ""softened"", ""plus extra for greasing"", ""at room temperature"", ""dark chocolate "", ""%"", "" tablespoons plain flour""]","Roughly chop any larger pieces from 200g of mixed dried fruit (such as dates, cranberries, raisins, sour cherries), destoning the dates (if using), and place half in a small bowl. Just cover with boiling water and leave to soak. Gently heat 150ml of semi-skimmed milk in a small pan over a low heat for 1 to 2 minutes, or until slightly warmed. Pour into a jug, then stir in 1 x 7g sachet of dried yeast and 2 teaspoons of runny honey. Blitz 30g of blanched hazelnuts in a food processor until roughly chopped, then tip into a bowl. Tip the soaked mixed fruit and soaking water into the food processor and blitz until roughly chopped and slightly jammy. Add 400g of strong white bread flour, 1Â½ teaspoons of ground cinnamon and 1 teaspoon of sea salt, then pour in the yeast mixture and blitz for 1 minute, or until you have a smooth dough. Cut 50g of unsalted butter into cubes, add to the dough and pulse until combined. Transfer to a flour-dusted surface and knead for 5 minutes, or until smooth and springy. Place in a large flour-dusted bowl, cover with a damp tea towel and prove in a warm place for 1 hour, or until doubled in size. Preheat the oven to 170°C/325°F/gas 3. Grease a 1-litre loaf tin, then dust with a little flour. Carefully knock the air out of the dough, then transfer to a clean flour-dusted surface. Sprinkle over the remaining dried fruit and knead it into the dough for 2 minutes. Roll the dough out to roughly 25cm x 25cm. Break 50g of dark chocolate into small chunks and sprinkle over the dough with the hazelnuts, pushing them into the dough with your fingertips. Roll up the dough into loose sausage shape then carefully place it into the tin and pop in a warm place for a further 30 minutes. Mix 2 tablespoons of plain flour with 2 tablespoons of water and use a teaspoon or piping bag to draw a cross on the top of the loaf. Bake in the hot oven for 45 to 50 minutes, or until golden. When the time's up, remove from the oven and allow to cool in the tin for 5 to 10 minutes, then tip out onto a wire cooling rack and brush with the remaining 2 teaspoons of honey before serving."
JOR_372,Coconut bread ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46260715.jpg?tr=w-800,h-1066",387,14.8,10.7,48.6,"[""sachet dried yeast"", "" tablespoons runny honey"", "" ripe banana"", "" large free range egg"", ""strong bread flour "", ""plus extra for dusting"", "" tin light coconut milk"", ""desiccated coconut"", ""unsalted butter "", ""for greasing""]","Stir the yeast and honey into 200ml of tepid water, then leave for aÂ couple of minutes to bubble up a bit. Peel and mash the banana. Crack the egg into a bowl and beat together. It's best to use a stand mixer for this. Put the flour, mashed banana, beaten egg, coconut milk, coconut and a small pinch of sea salt in the bowl and combine using the dough hook. Add the yeast mixture and let the mixer run for 15 minutes. Cover the bowl with a damp tea towel and let prove for 1 hour. If working by hand, combine the wet ingredients in a bowl. Mix the coconut, flour and salt in a separate bowl, make a well in the centre, then tip in the wet ingredients and yeast and pull together, using your fingers then hands, until well combined. Turn out onto a clean surface dusted with flour. Add a little extra flour, so it's more manageable, then knead for at least 10 minutes, or until it's elastic. Cover the bowl with a damp tea towel and let prove for 1 hour. Tip the dough onto a clean, floured surface. Knead for a few minutes and bring into a ball. Divide the dough into 2 pieces and push into 2 greased 13cm x 18cm loaf tins. Cover the tins with aÂ damp tea towel and prove in a warm place for 1 hour, or until doubled in size. Preheat the oven to 200°C/400°F/gas 6. Cook the loaves for 30 to 35 minutes, or till the crusts are golden-brown, and sound hollow when tapped. Transfer to a wire rack to cool a little. Delicious served warm with chopped mango, fresh mint and yoghurt hit with lime zest and juice, and honey."
JOR_373,Mega dough balls with garlic butter ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46260702.jpg?tr=w-800,h-1066",210,7.5,5.1,32.4,"[""strong white bread flour "", ""plus extra for dusting"", ""fine ground semolina"", ""g sachets of dried yeast"", "" tablespoon sugar"", "" bunch of fresh flat leaf parsley "", """", ""salted butter "", ""at room temperature"", ""plus extra for greasing"", "" cloves of garlic""]","To make the dough, pile the flours and 1 teaspoon of fine sea salt on a clean surface and make a well in the centre. Add the yeast and sugar to 650ml of lukewarm water, mix with a fork and leave for a few minutes, then gradually pour into the well. Using a fork, slowly bring in the flour from the inner edge of the well and mix into the water. Continue to mix, bringing in all the flour. When the dough comes together and becomes too hard to mix with your fork, dust your hands with flour and begin to pat it into a ball. Knead the dough, using your left hand to stretch it towards you and, at the same time, your right hand to push it away from you. Repeat this for about 10 minutes, or until you have a smooth, springy, soft dough. Place the dough in a lightly greased bowl. Cover with a piece of kitchen towel or clingfilm and leave for about 45 minutes, or until doubled in size. Pick and finely chop the parsley leaves and place in a bowl. Beat in the butter, then peel and finely grate in the garlic. Season to taste with sea salt and black pepper, then wrap in greaseproof paper and place in the fridge to firm up a little. Line three baking sheets with greaseproof paper. Divide the proved dough into quarters, then divide each quarter into four and finally divide each one into roughly 80g pieces. Roll into balls and place on the baking sheets. Cover with a damp tea towel and allow to prove once more for 20 minutes, or until the pieces are slightly risen and joining together. Preheat the oven to 180°C/350°F/gas 4, then bake for 10 to 12 minutes, or until pale golden. The dough balls are ready when they sound hollow when tapped on the base. Leave to cool slightly, then serve and let people tear off chunks to dip into, or spread with, the herby butter."
JOR_374,Easy Spelt Pizza ,"https://img.jamieoliver.com/jamieoliver/recipe-database/1LPBkF5qKZk8Zjek06UNJQ.jpg?tr=w-800,h-1066",644,24.7,35.9,70.1,"[""wholegrain spelt flour "", ""plus extra to dust"", "" teaspoons gluten free baking powder"", "" tesapoon sea salt"", "" teaspoon sugar"", ""buttermilk"", "" tablespoons sunflower oil"", "" large free range egg"", "" shallot"", ""quality smoked salmon "", ""from sustainable sources"", ""ricotta cheese"", ""rocket"", "" teaspoons baby capers"", "" wedge of lemon""]","Preheat the oven to 200°C/gas 6. Combine the flour, baking powder, sea salt and sugar in a bowl. Beat the buttermilk, oil, egg and 100ml water together, then mix the wet ingredients into the dry. On a dusted surface, roll the dough out to 1cm thick. Peel and finely dice the shallot. Bake on a dusted baking tray for 15 minutes, then remove and top with the chopped shallot and the remaining ingredients. Serve with a good pinch of pepper, and the lemon wedge on the side for squeezing over."
JOR_375,Cheese & Garlic Tear and Share Bread ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46264691.jpg?tr=w-800,h-1066",539,23.8,15.8,66,"["" bulbs of garlic"", ""extra virgin olive oil"", ""Parmesan cheese"", ""ball of mzarella"", ""blue cheese"", "" a bunch of fresh basil"", ""unsalted butter "", ""at room temperature"", ""DOUGH"", ""gluten free white bread flour "", ""plus extra for dusting"", "" teaspoons fast action yeast"", "" teaspoon gluten free baking powder"", "" tablespoon sugar"", "" teaspoon sea salt"", "" large free range egg"", "" large free range egg white"", "" teaspoon white wine vinegar""]","Heat the oven to 200°C/gas 6. Cut the tops from the garlic bulbs, exposing the cloves. Place on a 20cm square of tin foil, drizzle with 1 tablespoon of oil, then wrap the foil around them. Place on a baking tray and cook for 45 minutes, or until very soft. Leave to cool slightly, then squeeze the garlic out of its skins. While you wait, grease and line a 1.2 litre loaf tin with parchment. Finely grate the Parmesan, drain and tear up the mozzarella, crumble the Stilton, and pick and tear the basil leaves. Mix the soft butter with all but 1 tablespoon of each cheese. Add in the basil, plus a pinch of sea salt and black pepper. Set aside. Add the flour, yeast, baking powder, sugar and salt to a large bowl. In another bowl, beat the whole egg and egg white with the vinegar. Pour the eggs and 325ml warm water over the flour mixture, stirring with 
a wooden spoon until it forms a soft dough. Shape into a smooth ball, adding a little flour if needed, then set aside for 20 minutes to firm up. Divide the dough into four pieces, then roll or press each one into a rectangle about 20 x 10cm - you will need to use plenty of flour to stop the dough from sticking to both you and the worktop. Dot a third of the cheesy butter and a few garlic cloves over the first layer, repeat with other pieces of dough, very carefully layering them on top of each other. Finish with the last layer of dough. Cut the layered dough widthways into four, then turn each piece cut-side-up and place side by side in your tin. Cover loosely with oiled cling film and leave in a warm place until well risen, about 1 hour. The bread will rise further in the oven, so make sure the bread has filled the tin and feels pillowy before baking. Preheat the oven to 220C/gas 7. Scatter with the rest of the cheese, drizzle with a little oil, then bake for 45 minutes or until deep golden brown and sizzling. Eat warm, rather than hot, and on the day it's made."
JOR_376,Gluten-free Spring flatbread pizzas ,"https://img.jamieoliver.com/jamieoliver/recipe-database/E_iSiCE7KrJ8Den8g72CRe.jpg?tr=w-800,h-1066",447,13.8,16.4,63.5,"[""milk"", ""sachet of yeast"", "" teaspoons caster sugar"", ""cornflour"", ""brown rice flour "", ""plus extra for dusting"", "" teaspoons gluten free xanthan gum"", "" large free range egg"", ""olive oil"", "" teaspoon bicarbonate of soda"", "" teaspoons cider vinegar"", ""fresh or fren peas"", "" bunch of fresh mint"", ""soft goatâ€™s cheese or curd"", "" lemon"", "" courgettes"", ""fine polenta "", ""for dusting"", ""watercress"", ""extra virgin olive oil""]","Preheat the oven to 200°C/gas 6, and insert a pizza stone or baking sheet to warm up. Warm the milk. In a bowl, whisk the yeast and sugar with a splash of the milk, until it starts to foam. In a separate bowl, mix the cornflour, flour, xanthan gum, egg and 4 teaspoons of olive oil with 1 teaspoon of sea salt and the remaining milk. Add the yeast mixture, then use your hands to combine it all into a smooth dough. In a cup, mix the bicarbonate of soda into the vinegar, then fold it into the dough. Place the dough in a lightly oiled bowl, cover with a damp tea towel and leave to prove in a warm place for 1 hour, until doubled in size. Tip out the proved dough onto a lightly floured surface. Cut it into eight, then roll them out into circular pizza bases about 5mm thick. To make the sauce, blanch the peas in boiling water for 3 minutes, then drain. Add them to a food processor, pick in the mint leaves, and add a lug of olive oil, season, then blitz to a paste. In a bowl, combine the goat's cheese (or curd) with half the lemon juice and half the zest. Top each pizza with the pea purée. Grate and scatter over the courgette, then dollop on some of the goat's cheese mixture. Sprinkle polenta over the pizza stone or preheated tray, then place the pizzas on top. Bake in the oven for 10 to 12 minutes, or until cooked 
and crispy at the edges. Season them, and serve with some watercress, a drizzle of extra virgin olive oil and a grating of lemon zest."
JOR_377,Mushroom sourdough bruschettas ,"https://img.jamieoliver.com/jamieoliver/recipe-database/CREAqdjB46k9nL79VI2wVl.jpg?tr=w-800,h-1066",363,27.7,7.3,21.2,"["" portobello mushrooms"", ""olive oil"", "" cloves of garlic"", ""unsalted butter"", "" slices of sourdough bread"", ""mixed wild mushrooms "", ""cleaned"", "" tablespoons fresh hollandaise"", "" sprigs of fresh tarragon""]","Preheat the oven to 200°C/gas 6. Place the portobello mushrooms on a baking tray, drizzle with 1 tablespoon of oil, crush and scatter over 1 clove of garlic and dot on half of the butter. Roast in the oven for 10 minutes, or until juicy. Heat a griddle pan over a high heat and chargrill the bread until you have deep golden grill-mark lines. Tear the wild mushrooms, peel and crush the remaining clove of garlic, then add to a frying pan over a medium-high heat with the remaining butter. Fry for 3 minutes, or until the mushrooms are cooked. Take off the heat and stir through the hollandaise. Top each toast with a roasted portobello and a spoonful of the wild mushrooms. Serve with a scattering of roughly chopped tarragon and a crack of black pepper."
JOR_378,Quick pizza recipe ,"https://img.jamieoliver.com/jamieoliver/recipe-database/64-qiy3pKRAA9WjmFAJrzu.jpg?tr=w-800,h-1066",393,17.2,8.8,54.1,"[""strong bread flour"", "" teaspoons dried yeast"", "" teaspoon caster sugar"", ""olive oil"", "" cloves of garlic"", ""tin of chopped tomatoes"", ""a few sprigs of fresh basil""]","Mix the flour, yeast, sugar, 1 teaspoon of sea salt, 1Â tablespoon of oil and 180ml to 200ml of tepid water. Knead to an elastic dough, then cover and leave to rise for 1Â hour. Peel, chop and fry the garlic in 4 tablespoons of oil, then add the tomatoes, pick in the basil leaves, and season with salt and black pepper. Preheat a griddle pan or barbecue. Divide the dough into 4 balls, then roll each out. Brush one side of each with oil, then cook, oiled side down, for 2 to 4 minutes, or until the bottom looks cooked. Brush the raw side with oil and flip over and cook until golden. Top with the sauce and toppings of your choice."
JOR_379,Bath Buns ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46260196.jpg?tr=w-800,h-1066",325,17,6.5,36,"[""milk"", ""fresh yeast or g dried yeast"", ""strong white flour "", ""plus extra for dusting"", ""sugar"", ""butter "", ""at room temperature"", "" tablespoon caraway seeds "", ""optional"", "" rough cut white sugar cubes"", "" large free range egg"", ""MILK GLAZE"", "" tablespoon milk"", "" tablespoons sugar"", ""SUGAR & CARAWAY SEED TOPPING"", "" rough cut white sugar cubes"", "" tablespoon caraway seeds "", ""optional""]","Gently heat the milk until tepid, then stir in the yeast. Combine the flour, sugar and 1 teaspoon of sea salt in an electric mixer or another large bowl. Using your hands or the mixer's dough hook on medium, work in the butter till the mix is like fine breadcrumbs. With a wooden spoon, stir in the caraway seeds (if using) and yeasty milk until well combined. It will appear a bit wet, but don't add any flour. Rest the dough for 10 minutes. Skip this stage if using an electric mixer. Grab a handful of dough, stretch it out and slap it back into the bowl. Continue to stretch and slap for 5 minutes until it's more elastic and easier to handle. Turn the dough out onto a flour-dusted work surface and, with floured hands, knead it for 8 to 10 minutes (or 6 to 8 minutes using the mixer's dough hook) until it is smooth and elastic. Place the dough in a large clean bowl, cover with a damp tea towel and leave in a warm place for 1Â hour 30 minutes, or until doubled in size. Preheat the oven to 190°C/gas 5. Line aÂ baking tray with greaseproof paper (or use aÂ non-stick baking tray). Knock back the dough and turn it out onto a work surface. Divide into 12 equal pieces and roll into balls. Place them seam-side up and push a sugar cube into the centres. Pull the dough around it so it is completely enclosed. Reshape into balls. Place sugar-side down on the tray and cover with a damp cloth. Leave in a warm place for 30Â minutes, or until doubled in size. Beat the egg, then brush over the buns. Bake for 15 to 20 minutes, or until they are golden and sound hollow when tapped underneath. Just before you take them out the oven, warm the milk and sugar for the glaze until the sugar has dissolved. Transfer the buns to a wire rack and brush generously with the milk glaze while they're still hot. Lightly crush the sugar cubes for the topping, then sprinkle on top with the caraway seeds (if using). Eat while warm."
JOR_380,English Muffins ,"https://img.jamieoliver.com/jamieoliver/recipe-database/DkpfeF8faEb93rE6MLVQRC.jpg?tr=w-800,h-1066",188,5.4,4.9,29.4,"[""milk "", ""plus extra"", ""sachet of dried yeast"", ""white caster sugar"", ""shortening or lard"", ""plain flour "", ""plus extra"", ""polenta "", ""optional"", ""unsalted butter""]","Gently warm the milk in a pan till lukewarm or body temperature, 37°C. Add the yeast and sugar and stir until the sugar isÂ dissolved. Set aside for a few minutes until the mixture is creamy and starting to froth. Melt the shortening or lard, then in a large bowl, mix the yeast mixture, flour, shortening or lard and a pinch of sea salt into a soft dough. Add a little extra milk or flour, if needed. Knead until smooth and elastic. Transfer to a greased bowl, cover with clingfilm and set aside in a warm place to rise for 1Â hour, orÂ until doubled in size. Knock back the dough and roll out on a lightly floured surface to about 2cm thick. Using a round cutter or thin drinking glass, cut out circles of 5 to 8cm. Lightly sprinkle aÂ piece of baking parchment with extra flour, or polenta (if using). Transfer the muffins to the paper and sprinkle over a little more flour or polenta. Cover with a tea towel and leave in aÂ warm place for 45 minutes to 1 hour to rise. When ready to cook, preheat the oven to 170°C/gas 3 and heat a heavy non-stick pan over a medium heat. Brown the muffins in the pan, in batches, for a few minutes each side, then turn the heat to low and cook for 10 minutes. Transfer to a baking tray and finish with 5 minutes in the oven, or until cooked through. Cool slightly on a wire rack then split open and spread with melted butter, or keep in an airtight tin, to split and toast as needed."
JOR_381,Felipe's Folar de Olhao ,"https://img.jamieoliver.com/jamieoliver/recipe-database/0v2yM-cCKSo8TMK-gsj0KS.jpg?tr=w-800,h-1066",154,4.6,2.7,25.1,"[""DOUGH"", ""unsalted butter"", "" large free range egg"", "" orange"", ""self raising flour"", ""brown sugar"", ""fine sea salt"", ""milk"", ""FILLING"", ""brown sugar"", "" teaspoon ground cinnamon"", "" teaspoon ground fennel seeds"", ""unsalted butter"", ""GLAZE"", ""brown sugar"", "" tablespoon runny honey"", "" tablespoons fresh orange juice""]","For the dough, melt the butter, beat the egg and juice the orange, then mix all the dough ingredients (except the milk) in a bowl, adding up to 75ml of milk little by little, until the mixture forms a smooth and relatively stiff dough. Let it rest for 15 minutes while you preheat the oven to 185°C/gas 4Â½, then roll the dough out into a very long, thin rectangle, about Â½cm thick, 50 to 60cm long and 10cm wide. For the filling, mix the sugar and spices together and sprinkle over the dough. Melt and drizzle the butter over, and make into a roll, rolling up from one short end to the other. Divide the dough up into 4 slices and place on a parchment-lined baking tray. Combine the glaze ingredients in a small pan over a medium heat and bring to the boil. Spoon a little glaze over the dough and bake for about 40 minutes, basting with more glaze a couple of times, until golden, risen and sticky. Your folar may spread a little, but will still be delicious."
JOR_382,Black Bread ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46262370.jpg?tr=w-800,h-1066",216,4.7,6.3,33.7,"[""packets of fast acting yeast"", "" teaspoon white caster sugar"", "" shallot"", "" tablespoons molasses"", ""unsalted butter "", ""at room temperature"", "" shot of extra strong coffee"", ""dark chocolate %"", "" tablespoons cider vinegar"", ""wholewheat flour"", ""rye flour"", ""strong bread flour"", ""bran"", "" tablespoons caraway seeds"", "" teaspoon fennel seeds"", ""olive oil "", ""for greasing""]","In a jug, mix the yeast and sugar with 100ml tepid water and give it aÂ good stir to combine. Leave it to one side to activate, when the surface will become foamy. Peel and finely chop the shallot. In a pan, heat the molasses, butter, coffee and chocolate with 500ml of water until the chocolate and butter have melted, then add the vinegar. For this step you can either use an electric mixer with the paddle attachment, or make the bread by hand. In your mixer or bowl, stir together all three flours, then scoop out about a third into a separate bowl and set aside. Mix the bran into your main flour, along with the caraway seeds, fennel seeds, 2 tablespoons of sea salt and shallot, then pour in the chocolate and yeast mixtures. If you're using a mixer, putÂ it on medium speed and mix together until lovely and smooth, around 3 to 5 minutes, or beat it with a wooden spoon, although it'll take a little longer by hand. Reduce the speed and add the remaining mixed flour a little at a time until it comes together in a dough. It should feel a little sticky, but firm and dense. You might not need all the flour. Turn out the dough onto a lightly floured surface and knead it well, so it becomes springy and elastic. Mould the dough into a ball with your hands. Lightly grease a clean mixing bowl and the dough ball with the olive oil. Pop the dough ball into the bowl, cover with a damp tea towel and leave in a warm place for 2 hours, or until it has doubled in size. Now knock the dough back by turning it out onto a lightly floured surface and kneading for a couple of minutes. Cut the dough in two and form each half into a round loaf. Place them on a lightly greased baking tray, seam-side down, cover with a damp tea towel, and leave to rise again for about an hour. Preheat the oven to 180°C/gas 4. Slice a cross into the top of each loaf and place in the oven for 50 minutes to 1 hour, or until browned on top  and cooked through - they'll sound hollow when knocked on the bottom. Delicious serve with soft butter and, ideally, a selection of caviar."
JOR_383,Goat's Cheese & Walnuts on Sourdough ,"https://img.jamieoliver.com/jamieoliver/recipe-database/4dwu7sMM4qtAoURc85Ww-_.jpg?tr=w-800,h-1066",408,20.8,13.1,42.4,"[""runner beans"", "" spring onions"", "" tablespoon walnuts"", ""olive oil"", "" slices sourdough bread"", ""goat's cheese"", ""extra virgin olive oil""]","Trim and finely slice the beans and spring onions. Lightly toast the walnuts in a dry frying pan, then remove and finely chop. Heat 1 tablespoon of olive oil to the pan, then add the runner beans and spring onions and fry for 4Â minutes, or until tender. Next, toast the sourdough. Season the beans and spring onions, then pile onto the toast. Crumble the goat's cheese, then scatter over the top along with the walnuts, then finish with a drizzle of extra virgin olive oil."
JOR_384,High protein bread recipe ,"https://img.jamieoliver.com/jamieoliver/recipe-database/46268906.jpg?tr=w-800,h-1066",213,14.5,10,10.2,"[""sachet of dried yeast"", "" tablespoons extra virgin olive oil"", ""flour"", ""ground almonds"", ""linseeds"", ""mixed seeds"", ""such as chia"", ""poppy"", ""sunflower"", ""sesame"", ""pumpkin"", "" sprig of fresh rosemary"", "" large free range eggs"", "" teaspoons Marmite "", ""optional""]","Preheat the oven to 190°C/375°F/gas 5. Line a 1.5-litre loaf tin with greaseproof paper. Fill a jug with 375ml of lukewarm water, add the yeast and oil, then mix with a fork until combined and leave aside for 5 minutes. Pile the flour, ground almonds and all the seeds into a large bowl with a pinch of sea salt and make a well in the middle. Pick, finely chop and add the rosemary leaves. Crack in the eggs, add the Marmite (if using - simply leave it out for a gluten-free friendly loaf) and beat together, then pour in the yeast mixture. Whisking as you go, gradually bring in the flour from the outside until combined - it'll be more like a batter than a dough. Pour into the prepared tin and smooth out nice and evenly on top. Now you've got two choices - bake it straight away and it'll puff up a bit more and taste fantastic, or cover and place it in the fridge overnight and allow some slightly more complex sour flavours to develop. Both are brilliant, just different. To bake, place in the middle of the oven for 45 minutes, or until golden, cooked through and an inserted skewer comes out clean. Transfer to a wire rack to cool for at least 20 minutes before eating, then serve. This bread is good fresh for a couple of days, and delicious toasted for a few days after that. You could even use any leftovers to make croutons. TOPPING IDEAS GALORE - these suggestions are all about giving you loads of colourful inspiration for tasty topping combos that'll fill you with goodness - choose your favourites and tuck in:
1. Chopped hard-boiled free-range egg, yoghurt, paprika & cress
2. Ripe beef tomatoes, Swiss cheese & black pepper
3. Skinny cream cheese, ripe cherry tomatoes & fresh basil
4. Cottage cheese, soft-boiled free-range egg, paprika & spring onions
5. Wilted spinach & cottage cheese
6. Squashed beetroot, natural yoghurt & balsamic
7. Grated cucumber & cottage cheese with quality smoked salmon
8. Skinny cream cheese, cherries & cinnamon
9. Skinny cream cheese, cucumber & hot chilli sauce
10. Skinny cream cheese, lemony grilled asparagus, fresh mint & chilli
11. Natural yoghurt, banana & cinnamon
12. Fried free-range egg, natural yoghurt, ripe cherry tomatoes & curry powder
13. Avocado, cottage cheese & Tabasco chipotle sauce
14. Houmous, pomegranate seeds & rocket
15. Marmite, ripe avocado & natural yoghurt"
