Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Beautiful courgette carbonara | Jamie Oliver pasta recipes,Made the proper Italian way with penne,"https://img.jamieoliver.com/jamieoliver/recipe-database/94356757.jpg?tr=w-800,h-1066","['Serves', '6']",In20 minutes,"“Carbonara is a classic pasta sauce made with cream, bacon and Parmesan and is absolutely delicious. I've added gorgeous courgettes for a summery twist. Try to buy the best ingredients you can, as that’s what really helps to make this dish amazing. I’m using a flowering variety of thyme but normal thyme is fine to use. When it comes to the type of pasta, you can serve carbonara with spaghetti or linguine, but I’ve been told by Italian mammas (who I don’t argue with!) that penne is the original, so that’s what I’m using in this recipe. Before you start cooking, it’s important to get yourself a very large pan, or use a high-sided roasting tray so you can give the pasta a good toss. ”",459,14.3g,5.4g,6.5g,0.8g,20.4g,66g,4.2g,"6                                                                                                                                                                medium                                                                                                                                                                green and yellow courgettes, 500                                                                                                                                                                g                                                                                                                                                                penne, 4                                                                                                                                                                large                                                                                                                                                                eggs, 100                                                                                                                                                                ml                                                                                                                                                                single cream, 1                                                                                                                                                                small handful of                                                                                                                                                                Parmesan cheese, olive oil, 6                                                                                                                                                                slices of                                                                                                                                                                back bacon, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh thyme                                                                                                                                                                , (15g), a few                                                                                                                                                                                                                    courgette flowers                                                                                                                                                                , (optional)","Put a large pan of salted water on to boil., Halve and then quarter any larger courgettes lengthways. Cut out and discard any fluffy middle bits, and slice the courgettes at an angle into pieces roughly the same size and shape as the penne. Smaller courgettes can simply be sliced finely., Your water will now be boiling, so add the penne to the pan and cook according to the packet instructions., To make your creamy carbonara sauce, separate the eggs and put the yolks into a bowl (saving the whites for another recipe). Add the cream and grate in half the Parmesan, and mix together with a fork. Season lightly with sea salt and black pepper, and put to one side., Heat a very large frying pan (a 35cm one is a good start – every house should have one!) and add a good splash of olive oil. Cut the pancetta or bacon into chunky lardons and fry until dark brown and crisp., Add the courgette slices and 2 big pinches of black pepper, not just to season but to give it a bit of a kick. Pick, chop and sprinkle in the thyme leaves (reserving any flowers), give everything a stir, so the courgettes become coated with all the lovely bacon-flavoured oil, and fry until they start to turn lightly golden and have softened slightly., It’s very important to get this next bit right or your carbonara could end up ruined. You need to work quickly. When the pasta is cooked, drain it, reserving a little of the cooking water. Immediately, toss the pasta in the pan with the courgettes, bacon and lovely flavours, then remove from the heat and add a ladleful of the reserved cooking water and your creamy sauce. Stir together quickly. (No more cooking now, otherwise you’ll scramble the eggs.), Get everyone around the table, ready to eat straight away. While you’re tossing the pasta and sauce, grate in the rest of the Parmesan and add a little more of the cooking water if needed, to give you a silky and shiny sauce. Taste quickly for seasoning., If you’ve managed to get any courgette flowers, tear them over the top, then serve and eat immediately, as the sauce can become thick and stodgy if left too long."
Pea & ricotta stuffed courgettes | Vegetable recipes | Jamie Oliver,"Cherry tomatoes, olives, mint, lemon & fluffy rice","https://img.jamieoliver.com/jamieoliver/recipe-database/109308319.jpg?tr=w-800,h-1066","['Serves', '4']",In45 minutes,,494,16g,6g,5.6g,0.5g,18.4g,75g,5.5g,"4                                                                                                                                                                                                                    sprigs of fresh mint, 150                                                                                                                                                                g                                                                                                                                                                fresh or frozen peas, 100                                                                                                                                                                g                                                                                                                                                                ricotta cheese, 50                                                                                                                                                                g                                                                                                                                                                mature Cheddar cheese, 1                                                                                                                                                                                                                    lemon, 8                                                                                                                                                                                                                    baby courgettes, with flowers, 400                                                                                                                                                                g                                                                                                                                                                ripe cherry tomatoes, 4                                                                                                                                                                                                                    spring onions, 8                                                                                                                                                                                                                    black olives (stone in), 1                                                                                                                                                                                                                    fresh red chilli, 2                                                                                                                                                                                                                    cloves of garlic, olive oil, red wine vinegar, 300                                                                                                                                                                g                                                                                                                                                                basmati rice","Preheat the oven to 200°C/400°F/gas 6., Pick the mint leaves into a food processor, then add the peas, ricotta and Cheddar. Finely grate in the lemon zest and squeeze in the juice, then add a pinch of black pepper and blitz until smooth. Taste and adjust the seasoning, if needed., Carefully fill each courgette flower with the mixture, then press and pat the petals back together to seal., Halve the tomatoes, trim and slice the spring onions and destone and tear the olives. Deseed and roughly chop the chilli, then peel and roughly chop the garlic. Put everything into a 25cm x 35cm roasting tray., Drizzle with 2 tablespoons each of oil and vinegar, then season with pepper and scrunch together well. Stir in the rice and 700ml of boiling water, then place over the hob and bring to the boil, stirring occasionally., Lightly push the courgettes into the rice, and bake at the bottom of the oven for 20 minutes, or until beautifully golden. Delicious with a summery salad and a glass of chilled dry white wine."
Mediterranean vegetable rice | Jamie Oliver rice recipes,"Bombs of green pesto, olive tapenade, creamy mozzarella & basil","https://img.jamieoliver.com/jamieoliver/recipe-database/94741165.jpg?tr=w-800,h-1066","['Serves', '4']",In45 minutes,,522,26.4g,5.8g,5.7g,1.5g,11.9g,63.4g,3.2g,"300                                                                                                                                                                g                                                                                                                                                                basmati rice, 1                                                                                                                                                                small                                                                                                                                                                red onion, 1                                                                                                                                                                                                                    courgette, 4                                                                                                                                                                                                                    ripe mixed-colour tomatoes, 4                                                                                                                                                                tablespoons                                                                                                                                                                green pesto, olive oil, 8                                                                                                                                                                                                                    black olives                                                                                                                                                                , (stone in), white wine vinegar, extra virgin olive oil, 4                                                                                                                                                                sprigs of                                                                                                                                                                fresh basil, ½ x 125                                                                                                                                                                g ball of                                                                                                                                                                mozzarella cheese","Preheat the grill to high., Tip the rice into a 25cm x 35cm roasting tray (or use a large round shallow ovenproof pan or tray, like I’ve done here, if you have one), pour over 650ml of boiling salted water and cook over a medium heat for 12 minutes, stirring occasionally, then turn off the heat., Meanwhile, peel the red onion, then very finely slice with the courgette, or use a mandolin (use the guard!). Finely slice the tomatoes into rounds., Randomly bomb the pesto over the rice, then start layering up your veg: cover the rice with rounds of onion, then move on to a layer of courgettes, overlapping them as you go, followed by a layer of tomatoes. Repeat, moving slightly nearer the middle each time until you’ve covered the whole surface (use the picture to help you out – it might look a bit fiddly, but it’s child’s play to make)., Drizzle with 2 tablespoons of olive oil and sprinkle with black pepper, then place under the grill on the middle shelf for 25 minutes, or until beautifully gratinated., Meanwhile, for the tapenade, destone and very finely chop the olives, then mix with ½ a tablespoon each of vinegar and extra virgin olive oil., To serve, pick over the basil leaves, dot over the olive tapenade and delicately tear over the mozzarella."
Summer veg blanket pie | Jamie Oliver vegetable recipes,"Preserved lemon, saffron, harissa, crispy layered filo, yoghurt","https://img.jamieoliver.com/jamieoliver/recipe-database/92507771.jpg?tr=w-800,h-1066","['Serves', '4']",30 minutes,,641,23.7g,5.6g,28.8g,1.7g,20.5g,90.6g,9.4g,"400g                                                                                                                                                                natural yoghurt, 320g                                                                                                                                                                ripe cherry tomatoes, extra virgin olive oil, 1                                                                                                                                                                tablespoon                                                                                                                                                                red wine vinegar, 4                                                                                                                                                                cloves of                                                                                                                                                                garlic, 1                                                                                                                                                                tablespoon                                                                                                                                                                fennel seeds, olive oil, 1                                                                                                                                                                                                                    large leek, 320                                                                                                                                                                g                                                                                                                                                                new potatoes, 320                                                                                                                                                                g                                                                                                                                                                butternut squash, 320                                                                                                                                                                g                                                                                                                                                                courgettes, ½ x 700                                                                                                                                                                g jar of                                                                                                                                                                 chickpeas, 1                                                                                                                                                                                                                    preserved lemon, 1                                                                                                                                                                teaspoon                                                                                                                                                                rose harissa, 50                                                                                                                                                                g                                                                                                                                                                dried sour cherries, 1                                                                                                                                                                pinch of                                                                                                                                                                saffron, 8                                                                                                                                                                 sheets of                                                                                                                                                                filo pastry, 1                                                                                                                                                                tablespoon                                                                                                                                                                sesame seeds","Line a sieve with 3 pieces of kitchen paper, tip in the yoghurt, pull up the paper and very gently apply pressure so that the liquid starts to drip through into a bowl, then leave to drain., Halve the tomatoes, season with sea salt and black pepper, drizzle with 2 tablespoons of extra virgin olive oil and the vinegar, then toss and leave to macerate (this really brings out the flavour)., Preheat the oven to 190ºC/375ºF/gas 5., Peel and finely slice the garlic, then place in a large non-stick ovenproof frying pan on a medium heat with the fennel seeds and 2 tablespoons of olive oil., Fry for a few minutes, stirring regularly, while you prep the veg, adding to the pan as you go: trim, wash and slice the leek, scrub the potatoes, squash (deseed, if needed) and courgettes and chop into 2cm chunks., Cover and cook for 15 minutes, shaking the pan occasionally, then remove the lid, tip in the chickpeas (juices and all) and season lightly with a pinch of salt and pepper., Finely chop the preserved lemon, discarding any pips, then add to the pan with a drizzle of juice from the jar, and the harissa. Fry for a further 15 minutes, or until beautifully caramelised, stirring occasionally., Meanwhile, cover the sour cherries and saffron with 300ml of boiling water, leave for a few minutes, then add to the pan with the tomatoes, reserving the macerating juices., Lay the filo out flat, then brush all over with the reserved tomato juices. Roughly scrunch, wave and layer the filo into the pan, partly tucking it in at the edges (there’s no need to be neat)., Scatter over the sesame seeds and bake for 25 minutes, or until golden and crisp. Transfer the yoghurt to a plate and drizzle with a little oil from the harissa jar, then serve with the pie."
Beautiful courgettes | Jamie Oliver recipe,"Guanciale, parsley & sweet tomatoes","https://img.jamieoliver.com/jamieoliver/recipe-database/77878572.jpg?tr=w-800,h-1066","['to', '8']",In30-55 minutes,"“I enjoyed a taste of this colourful bowlful at the old fruit and veg market on the outskirts of Rome. It’s a hectic place, but boy is everyone friendly. What I love is how such a simple combo of good ingredients really allows each one to sing. It’s cheap, tasty, honest food, and the result is super-versatile, meaning it can be enjoyed as a side dish, an antipasto, tossed through pasta, piled on bruschetta, or even baked in a frittata. ”",122,8.3g,2.2g,5.3g,0.7g,6.5g,5.6g,0.7g,"olive oil, 1                                                                                                                                                                clove of                                                                                                                                                                garlic, 50                                                                                                                                                                g piece of                                                                                                                                                                 higher-welfare guanciale                                                                                                                                                                , (cured pig’s cheek) or smoked pancetta, 4                                                                                                                                                                                                                    firm courgettes, 200                                                                                                                                                                g                                                                                                                                                                ripe cherry tomatoes                                                                                                                                                                , on the vine, 4                                                                                                                                                                sprigs of                                                                                                                                                                fresh flat-leaf parsley",
Baked tiella rice | Rice recipes | Jamie Oliver recipes,"Mussels, courgette, cherry tomatoes, white wine & Parmesan","https://img.jamieoliver.com/jamieoliver/recipe-database/77732367.jpg?tr=w-800,h-1066","['Serves', '8']",30 minutes,"“The wonderful Nonna Linda and I laughed so much we cried when we cooked this dish, and to be honest, I’ve never seen anything like it before. It’s a principle that can bow or step up to whatever budget you have. The genius thing is you simply prep all the veg so it cooks in the same time as the rice, meaning you can embrace different seasonal produce, which Linda was very cool about, ducking and diving so the recipe suits you. ”",472,16g,3.4g,4.2g,0.7g,13.2g,65g,2.6g,"300                                                                                                                                                                g                                                                                                                                                                potatoes, 1                                                                                                                                                                                                                    onion, 1                                                                                                                                                                clove of                                                                                                                                                                garlic, 2                                                                                                                                                                sticks of                                                                                                                                                                celery, 400                                                                                                                                                                g                                                                                                                                                                ripe cherry tomatoes, 1                                                                                                                                                                bunch of                                                                                                                                                                fresh flat-leaf parsley                                                                                                                                                                , (30g), 60                                                                                                                                                                g                                                                                                                                                                Parmesan cheese, 400                                                                                                                                                                ml                                                                                                                                                                Prosecco, extra virgin olive oil, 500                                                                                                                                                                g                                                                                                                                                                long-grain rice, 750                                                                                                                                                                g                                                                                                                                                                mussels                                                                                                                                                                , scrubbed, debearded, from sustainable sources, 1                                                                                                                                                                                                                    courgette","Preheat the oven to 200°C/400°F/gas 6., Peel the potatoes, then, one at a time, cut them lengthways into quarters and erratically slice them to about the thickness of a coin, the rougher the better. Place in an ovenproof earthenware pot or small casserole pan., Peel the onion, garlic and celery, then randomly finely chop with the tomatoes and parsley (stalks and all), and add to the pot., Finely grate in half the Parmesan, then pour in the Prosecco and 8 tablespoons of oil. Add the rice, season with sea salt and black pepper, then mix everything together really well., Pick through the mussels and tap any open ones – if they don’t close, discard. Now you’ve got two choices. Linda shucks the raw mussels, which is fiddly but you’ll get the hang of it and it gives the most incredible depth of flavour from the sea. Use a small sharp knife to carefully prise open the shells and pull out each raw mussel and its juices. Or, simply put the mussels into a really hot pan, cover, and steam for 3 to 4 minutes until they pop open. Once cool enough to handle, remove the shells (discarding any that remain closed)., Either way, stir the mussels and any juices into the pot, then finely slice the courgette and layer on top like a lid. Gently push down to submerge in the flavours, then finely grate over the remaining Parmesan., Place on a high heat, and as soon as it starts to bubble, transfer to the oven for 45 minutes, or until golden. Rest for 10 minutes, then serve."
Simple courgette pasta | Jamie Oliver recipes,With fruit & rocket salad,"https://img.jamieoliver.com/jamieoliver/recipe-database/70064536.jpg?tr=w-800,h-1066","['Serves', '2']",In25 minutes,"“Beautiful baby courgettes are a wonderful source of potassium to bolster your metabolism and help keep your blood pressure down. Whip up this quick and easy pasta in under half an hour.
 ”",519,24.9g,6.2g,14.8g,1.3g,18.7g,55.5g,2.8g,"250                                                                                                                                                                g                                                                                                                                                                fresh lasagne sheets, olive oil, 1                                                                                                                                                                pinch of                                                                                                                                                                dried red chilli flakes, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic, 200                                                                                                                                                                g                                                                                                                                                                baby courgettes, 160                                                                                                                                                                g                                                                                                                                                                ripe cherry tomatoes, extra virgin olive oil, 1                                                                                                                                                                                                                    lemon, 100                                                                                                                                                                g                                                                                                                                                                seasonal fruit                                                                                                                                                                , such as figs, strawberries, grapes, peaches, 50                                                                                                                                                                g                                                                                                                                                                rocket, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh basil                                                                                                                                                                 , (15g), 25                                                                                                                                                                g                                                                                                                                                                pine nuts, 25                                                                                                                                                                g                                                                                                                                                                Parmesan                                                                                                                                                                 , or vegetarian hard cheese, 1                                                                                                                                                                tablespoon                                                                                                                                                                thick balsamic vinegar","Cut or tear 250g of fresh lasagne sheets into erratic 5cm shapes., Drizzle 1 tablespoon of olive oil into a large frying pan over a medium heat, add 1 pinch of dried chilli flakes and a pinch of sea salt and black pepper., Peel and roughly chop 2 cloves of garlic, and slice 200g of baby courgettes into 1cm rounds, adding to the pan as you go., Halve and stir in 160g of ripe cherry tomatoes, then cook for 10 minutes, stirring occasionally., Drizzle 2 tablespoons of extra virgin olive oil into a bowl, then add a good squeeze of lemon juice and a pinch of salt and pepper., Prepare the fruit (removing any stones, pips or seeds, if needed), slicing up however you fancy, then add to the bowl with 50g of rocket., Drop the pasta into a large pan of boiling salted water for just 2 minutes, then use a slotted spoon to scoop it straight into the frying pan, letting some starchy cooking water go with it., Pick in most of the leaves from ½ a bunch of fresh basil (15g), tearing up any larger ones, then add 25g of pine nuts and a good squeeze of lemon juice., Finely grate over 15g of Parmesan, then toss together and let the sauce emulsify., Toss the salad together, using a speed peeler to shave over a few ribbons of Parmesan (roughly 10g), then drizzle with 1 tablespoon of thick balsamic. Scatter the remaining basil leaves over the pasta, then get stuck in."
Seafood fettuccine recipe | Jamie Oliver pasta recipes,"Baby courgettes, cherry tomatoes, pecorino & crushed almonds","https://img.jamieoliver.com/jamieoliver/recipe-database/77460210.jpg?tr=w-800,h-1066","['Serves', '4']",In20 minutes,"“Cooking with Maria, the only fisherwoman on the island of Procida, just a stone’s throw from Naples, inspired this dish. I love the way she uses pecorino as a seasoning, which is contrary to the ‘no cheese and fish’ rule, while the crushed almonds give texture, creaminess and depth of flavour. To make this recipe sing like Pavarotti, you really need baby or crunchy courgettes, so it’s best made in the summer. ”",581,23.3g,4.5g,8.6g,0.8g,34g,62.9g,3.7g,"50                                                                                                                                                                g                                                                                                                                                                whole almonds, 1                                                                                                                                                                small                                                                                                                                                                onion, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic, 4                                                                                                                                                                                                                    anchovy fillets in oil                                                                                                                                                                , from sustainable sources, olive oil, 300                                                                                                                                                                g                                                                                                                                                                dried fettuccine                                                                                                                                                                , or linguine, 4                                                                                                                                                                baby                                                                                                                                                                courgettes                                                                                                                                                                , with flowers, 300                                                                                                                                                                g                                                                                                                                                                yellowfin tuna                                                                                                                                                                , from sustainable sources, 1 x 400                                                                                                                                                                g tin of                                                                                                                                                                quality cherry tomatoes, 1                                                                                                                                                                                                                    lemon, 30                                                                                                                                                                g                                                                                                                                                                pecorino cheese, extra virgin olive oil","Lightly toast the almonds in a large frying pan on a medium heat, then tip into a pestle and mortar, leaving the pan on the heat., Peel the onion and garlic, finely chop with the anchovies and add to the pan with 2 tablespoons of olive oil. Fry for 4 minutes, stirring regularly., Meanwhile, cook the pasta in a pan of boiling salted water according to the packet instructions., Slice the courgettes ½cm thick, reserving the flowers, chop the tuna into rough 1cm dice, then stir both into the frying pan. Scrunch in the tomatoes through your clean hands, squeeze over the lemon juice and leave to tick away, stirring regularly., Finely grate the pecorino. Pound the almonds until fine., Once cooked, use tongs to drag the pasta straight into the frying pan, letting some starchy cooking water go with it. Toss together, then turn the heat off, tear in the courgette flowers and toss in the pecorino and most of the almonds., Check the seasoning, loosen with an extra splash of cooking water, if needed, and serve, sprinkled with the remaining almonds, finished with a drizzle of extra virgin olive oil."
Slow-cooked courgette & pine nut pasta | Jamie Oliver recipes,"Chilli, Parmesan, ricotta & fresh basil","https://img.jamieoliver.com/jamieoliver/recipe-database/134799449.jpg?tr=w-800,h-1066","['Serves', '2']",In40 minutes,"“Cooking courgettes slowly until they’re all sticky and caramelised gives them an unbelievable flavour – be patient, and trust me, the investment will be worth it. ”",503,20.6g,5.7g,7g,0.3g,21.4g,61.7g,4.4g,"2                                                                                                                                                                                                                    courgettes, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic, 3                                                                                                                                                                sprigs of                                                                                                                                                                fresh basil, 2                                                                                                                                                                tablespoons                                                                                                                                                                pine nuts, olive oil, 1                                                                                                                                                                big pinch                                                                                                                                                                dried chilli flakes, 150                                                                                                                                                                g                                                                                                                                                                dried pasta                                                                                                                                                                , such as conchiglie, penne, rigatoni, 25                                                                                                                                                                g                                                                                                                                                                Parmesan cheese, 50                                                                                                                                                                g                                                                                                                                                                ricotta cheese","Slice 2 courgettes in half lengthways, then into ½cm pieces. Peel and finely slice 2 cloves of garlic, then pick the leaves from 3 sprigs of fresh basil, finely slicing the stalks., Toast 2 tablespoons of pine nuts in large dry frying pan over a medium heat until lightly golden, tossing occasionally., Add a good lug of olive oil and the garlic, basil stalks and 1 big pinch of chilli flakes, then cook for 1 minute, or until golden., Add the courgette, season with sea salt and black pepper, then reduce the heat to low and cook for 25 to 30 minutes, or until the courgettes are cooked down and creamy., With around 10 minutes to go, cook 150g of pasta according to the packet instructions, then drain, reserving a mugful of cooking water., Tip the pasta into the pan of courgette and toss together., Finely grate over 25g of Parmesan and crumble in 50g of ricotta, then loosen with a little reserved cooking water for a deliciously creamy finish., Taste and adjust the seasoning, if needed, then tear over the basil leaves and serve."
