Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Panissa rice | Jamie Oliver recipes,"Smoked pancetta, cured meats, borlotti beans, tomatoes & red wine","https://img.jamieoliver.com/jamieoliver/recipe-database/77638958.jpg?tr=w-800,h-1066","['Serves', '4']",In55 minutes,"“Panissa is risotto’s frumpy but very, very tasty cousin. The way the difference was explained to me by Rosa, who taught me, is that there’s simply more in panissa so it’s considered more of a whole meal than risotto is. You know it’s ready when it’s thick enough for your spoon to stand up in the middle – how cool is that. ”",545,11.3g,3.9g,9.4g,1.4g,22.4g,82.6g,8.5g,"50                                                                                                                                                                g piece of                                                                                                                                                                higher-welfare smoked pancetta, 50                                                                                                                                                                g                                                                                                                                                                higher-welfare salami, 2                                                                                                                                                                                                                    onions, 2                                                                                                                                                                sticks of                                                                                                                                                                celery, 1                                                                                                                                                                litre                                                                                                                                                                organic meat stock, 1                                                                                                                                                                bunch of                                                                                                                                                                 fresh rosemary (30g), 300                                                                                                                                                                g                                                                                                                                                                Arborio risotto rice, 250                                                                                                                                                                ml                                                                                                                                                                Barbera d’Asti red wine, 1                                                                                                                                                                 x 400g tin of                                                                                                                                                                quality plum tomatoes, 1                                                                                                                                                                 x 400g tin of                                                                                                                                                                borlotti beans, 4                                                                                                                                                                sprigs of                                                                                                                                                                fresh flat-leaf parsley","Chop the pancetta and salami into 1cm chunks, place in a cold casserole pan and put it on a medium-high heat to let the fat render out. Stir occasionally while you peel the onions and celery, then chop both into 1cm chunks. Stir the veg into the pan and cook for 10 minutes, or until soft, stirring regularly. In a separate pan, simmer the stock and rosemary., Stir the rice into the veg to toast for 2 minutes, then pour in the wine and let it cook away. Scrunch in the tomatoes through your clean hands, then start adding the stock, a ladleful at a time, letting each one cook away before adding more. Keep a close eye on it and stir constantly for 20 minutes, or until the rice is cooked but still retains its shape. Drain the beans and stir into the pan with the last ladleful of stock. When your spoon stands up, it’s done. Taste, and season to perfection with black pepper. Finely chop and stir in the parsley leaves, then tuck on in."
Italian sausage risotto recipe | Jamie Oliver recipes,"Thyme, fennel, onion, fontina & crushed hazelnuts","https://img.jamieoliver.com/jamieoliver/recipe-database/77878576.jpg?tr=w-800,h-1066","['Serves', '4']",In45 minutes,"“Both comforting and luxurious, using a decent, drinking Barolo in this beautiful ruby risotto not only adds a lovely pink hue, but boldly brings the sweetness of the veg and the salty savouriness of the sausage together. With Parmesan, bombs of fontina and crunchy hazelnuts in the mix, it’s an undeniably satisfying bowlful. ”",839,43.8g,17.1g,4.5g,1.8g,34.5g,70.6g,3.1g,"1.2                                                                                                                                                                litres                                                                                                                                                                organic chicken or veg stock, 40                                                                                                                                                                g                                                                                                                                                                whole hazelnuts, 1                                                                                                                                                                                                                    red onion, ½                                                                                                                                                                a bulb of                                                                                                                                                                fennel, olive oil, 2                                                                                                                                                                knobs of                                                                                                                                                                unsalted butter, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh thyme                                                                                                                                                                , (15g), 2                                                                                                                                                                large                                                                                                                                                                quality higher-welfare sausages                                                                                                                                                                , (125g each), 300                                                                                                                                                                g                                                                                                                                                                Arborio risotto rice, 250                                                                                                                                                                ml                                                                                                                                                                Barolo red wine, 50                                                                                                                                                                g                                                                                                                                                                Parmesan cheese, 50                                                                                                                                                                g                                                                                                                                                                fontina cheese, extra virgin olive oil","Simmer your chosen stock. Put a large, high-sided pan on a medium heat and toast the hazelnuts as it heats up., Meanwhile, peel the onion, trim the fennel and finely chop both., Tip the hazelnuts into a pestle and mortar, returning the pan to the heat. Add 1 tablespoon of olive oil and 1 knob of butter, followed by the chopped veg, then strip in the thyme leaves (reserving the soft tips for garnish)., Squeeze the sausagemeat out of the skins into the pan, breaking it up with the back of a wooden spoon. Cook for 10 minutes, stirring occasionally, then stir in the rice to toast., After 2 minutes, pour in the wine and stir until absorbed., Now start adding the stock, a ladleful at a time, letting each one cook away before adding more, and stirring constantly for 16 to 18 minutes, or until the rice is cooked but still retains its shape., When done, add a splash of stock or water to make it oozy, then finely grate over most of the Parmesan, beat it in with the remaining butter, taste, and season to perfection., Turn the heat off, then bomb in little nuggets of fontina, so they melt subtly into the rice., Cover, and leave to rest off the heat for 2 minutes while you crush the nuts., Divide the risotto between warm plates, then finely grate over the remaining Parmesan., Sprinkle over the crushed nuts and thyme tips, then drizzle with extra virgin olive oil."
Ultimate mushroom risotto,With nutty spinach salad,"https://img.jamieoliver.com/jamieoliver/recipe-database/70064541.jpg?tr=w-800,h-1066","['Serves', '4']",In40 minutes,"“Use nutty porcini mushrooms to make this super-comforting risotto extra special. Creamy, oozy and gorgeous! ”",569,23.9g,7.1g,5.7g,0.5g,16.5g,73.2g,4.7g,"1                                                                                                                                                                                                                    onion, 2                                                                                                                                                                sticks of                                                                                                                                                                celery, olive oil, 1                                                                                                                                                                bunch of                                                                                                                                                                fresh thyme                                                                                                                                                                , (30g), 20                                                                                                                                                                g                                                                                                                                                                dried porcini mushrooms, 350                                                                                                                                                                g                                                                                                                                                                mixed mushrooms                                                                                                                                                                , such as chestnut, button, wild, shiitake, 1.2                                                                                                                                                                litres                                                                                                                                                                organic vegetable stock, 300                                                                                                                                                                g                                                                                                                                                                Arborio risotto rice, 125                                                                                                                                                                ml                                                                                                                                                                white wine, 40                                                                                                                                                                g                                                                                                                                                                Parmesan or vegetarian hard cheese, 20                                                                                                                                                                g                                                                                                                                                                unsalted butter, SALAD, 30                                                                                                                                                                g                                                                                                                                                                blanched hazelnuts, 1                                                                                                                                                                                                                    lemon, 4                                                                                                                                                                tablespoons                                                                                                                                                                natural yoghurt, extra virgin olive oil, 100                                                                                                                                                                g                                                                                                                                                                baby spinach","Peel 1 onion, trim 2 sticks of celery, then finely chop both and place in a large high-sided pan on a medium heat with 1 tablespoon of olive oil.
Strip in half the thyme leaves (15g) and cook for 10 minutes, or until softened, stirring occasionally., Put 20g of dried porcini mushrooms in a bowl, cover with boiling kettle water and leave to rehydrate., Tear up or halve any larger mushrooms (350g in total), keeping any smaller, delicate ones whole, then stir into the pan. Drain, roughly chop and add the porcini, reserving the soaking liquor., Simmer 1.2 litres of vegetable stock in a pan on a low heat, adding the reserved soaking liquor, discarding the last gritty bit., Stir 300g of risotto rice into the mushroom pan for 2 minutes, then pour in 125ml of white wine and stir until absorbed., Add a ladleful of stock and wait until it’s been fully absorbed before adding the next. Repeat this, stirring and massaging the starch out for the rice for 20 minutes, or until the rice is cooked but still holding its shape and the risotto is oozy., Meanwhile, toast 30g of blanched hazelnuts in a frying pan over a medium heat until golden, then roughly bash in a pestle and mortar., Squeeze the juice from 1 lemon into a small bowl, then mix in 4 tablespoons of natural yoghurt, 4 tablespoons of extra virgin olive oil and a pinch of sea salt and black pepper., Divide 100g of baby spinach between 4 plates, dot over the dressing, then sprinkle over the hazelnuts., Turn off the heat under the risotto, finely grate in 35g of Parmesan and strip in the remaining thyme leaves (15g), then beat in 20g of unsalted butter and season to taste with salt and pepper., Cover and leave to relax for 2 minutes so it becomes creamy and oozy. Beat again, then serve right away with the salad, finishing it with a fine grating of Parmesan (5g)."
Gnarly cauliflower curry | Jamie Oliver recipes,"WITH LEMONY RICE, LEMON PICKLE  & POPPADOMS","https://img.jamieoliver.com/jamieoliver/recipe-database/70064538.jpg?tr=w-800,h-1066","['Serves', '2']",In50 minutes,"“Cauliflower is a great source of vitamin C and folic acid, which both help our brains to function properly. ”",599,16.3g,5.2g,22.5g,0.7g,21.8g,96.3g,13.1g,"1                                                                                                                                                                medium                                                                                                                                                                cauliflower                                                                                                                                                                , (1kg), 2                                                                                                                                                                heaped tablespoons                                                                                                                                                                rogan josh curry paste, 1                                                                                                                                                                                                                    red onion, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic, 150                                                                                                                                                                g                                                                                                                                                                basmati rice, 2                                                                                                                                                                                                                    lemons, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh coriander                                                                                                                                                                , (15g), pickled chillies                                                                                                                                                                 , (see tip – optional), extra virgin olive oil, ½ x 400                                                                                                                                                                g tin of                                                                                                                                                                light coconut milk, 4                                                                                                                                                                                                                    uncooked poppadoms, 1                                                                                                                                                                pinch of                                                                                                                                                                dried red chilli flakes, 2                                                                                                                                                                heaped tablespoons                                                                                                                                                                natural yoghurt","Preheat the grill to high., Trim 1 medium cauliflower (1kg), keeping aside any leaves, then halve through the core. Slice each half into 3 chunky slices, then place into a large ovenproof pan (30cm), ideally in one layer., Rub 2 heaped tablespoons of rogan josh paste over the cauliflower, then season with sea salt and black pepper. Tear the cauliflower leaves into the pan, then place over a medium heat on the hob. Pour in 500ml of water, so it’s just level with the cauliflower., Peel 1 red onion, cut into quarters and break apart into petals, then peel and finely slice 2 cloves of garlic, and place on top of the cauliflower. Bring to the boil, then leave to bubble away for 10 minutes., Transfer the pan to under the grill, roughly 5cm from the heat, for 10 to 15 minutes, or until gnarly, charred and cooked through, turning halfway., Meanwhile, cook 150g of basmati rice in a pan of boiling salted water according to the packet instruction with ½ a lemon thrown in, then drain., Remove the pips and any pith from the cooked lemon, then very finely chop the flesh and rind. Pick the coriander leaves from 1 sprig and scatter over with a few pickled chillies (if using) and a splash of the pickling liquor, and finely chop and mix together. Drizzle with 1 tablespoon of extra virgin olive oil, then put aside until needed., Remove the cauliflower pan from under the grill, place over a medium heat, then pour in ½ x 400g tin of light coconut milk and bring to the boil, stirring gently to combine – try not to break up the cauliflower slices., One-by-one, puff up the 4 uncooked poppadoms in the microwave for 30 seconds to 1 minute each., Pick the remaining leaves from the ½ bunch of fresh coriander (15g) and put aside, adding the stalks to a pestle and mortar with a pinch each of salt and chilli flakes. Bash to a paste, then muddle in 2 heaped tablespoons of natural yoghurt., Sprinkle the coriander leaves over the curry, squeeze the juice of ½ a lemon into the rice, then serve with the poppadoms, coriander yoghurt and lemon pickle. Cut the remaining lemon into wedges for squeezing over, then tuck in."
Mango rice pudding | Jamie Oliver dessert & baking recipes,With star anise & runny honey,"https://img.jamieoliver.com/jamieoliver/recipe-database/89080986.jpg?tr=w-800,h-1066","['Serves', '4']",In28 minutes,"“This warming recipe uses handy frozen mango chunks and store-cupboard pudding rice, making it great for a last minute pudding idea. ”",276,3g,2.2g,29.4g,0.2g,3.5g,63.2g,0.6g,"150                                                                                                                                                                g                                                                                                                                                                pudding rice, 4                                                                                                                                                                                                                    star anise, 250                                                                                                                                                                g                                                                                                                                                                frozen mango chunks, 4                                                                                                                                                                tablespoons                                                                                                                                                                runny honey, 4                                                                                                                                                                tablespoons                                                                                                                                                                Greek-style coconut yoghurt                                                                                                                                                                , or yoghurt of your choice","Place the rice, star anise, frozen mango, 3 tablespoons of honey and a tiny pinch of sea salt in a pan on a medium heat., Cover with 700ml of water and simmer for 25 minutes, or until thick and creamy, stirring occasionally., Stir through the yoghurt so it’s nice and creamy, then divide between your bowls., Drizzle over the remaining honey, and enjoy. Super-easy!"
Baked saffron rice | Rice recipes | Jamie Oliver recipes,With sweet red onion & sun-dried tomato,"https://img.jamieoliver.com/jamieoliver/recipe-database/64975474.jpg?tr=w-800,h-1066","['Serves', '4']",In26 minutes,,506,20.1g,3.6g,10.5g,1.2g,9.7g,74.9g,4.1g,"2                                                                                                                                                                                                                    red onions, 2                                                                                                                                                                small pinches of                                                                                                                                                                saffron, 4                                                                                                                                                                heaped tablespoons                                                                                                                                                                natural yoghurt, 4                                                                                                                                                                tablespoons                                                                                                                                                                sun-dried tomato paste, 300                                                                                                                                                                g                                                                                                                                                                white basmati rice","Preheat the oven to 200ºC/400ºF/gas 6., Peel and finely chop the red onions., Place a 25cm x 30cm roasting tray on a high heat on the hob, pour in 1 tablespoon of olive oil, add the onions and fry for 4 minutes, or until soft and sweet, stirring regularly., Meanwhile, place half the saffron in 600ml of boiling kettle water. In a bowl, cover the remaining saffron with 1 tablespoon of boiling water, steep for 10 seconds, then mix with the yoghurt and put aside., Stir the tomato paste, rice and a pinch of sea salt and black pepper into the onion tray, then pour in the saffron water and bring to the boil., Once boiling, carefully transfer to the oven for 15 minutes, or until the rice has absorbed all the liquid, fluffed up beautifully and is golden and crisp on top., Spoon the saffron yoghurt over the rice, drizzle it all with 1 tablespoon of extra virgin olive oil, fork and mix it all together, and dish up."
Quick and easy tofu fried rice recipe | Jamie Oliver rice recipes,"Spring onions, silky tofu & chilli jam","https://img.jamieoliver.com/jamieoliver/recipe-database/64975483.jpg?tr=w-800,h-1066","['Serves', '2']",In10 minutes,"“Inspired by the beauty that is Chinese-style fried rice, this little number has just five ingredients and can be on the table in 10 minutes flat. Using chilli jam is a quick and easy way to inject a bit of heat, sweetness and sharpness. I’ve also added silken tofu, which is not only delicious, but a great source of protein.  ”",395,17.1g,3.6g,8.1g,0.7g,18.2g,44.8g,2.1g,"6                                                                                                                                                                                                                    spring onions, 1 x 250                                                                                                                                                                g sachet of                                                                                                                                                                cooked brown basmati rice, 2                                                                                                                                                                heaped teaspoons                                                                                                                                                                chilli jam, 2                                                                                                                                                                large                                                                                                                                                                free-range eggs, 150                                                                                                                                                                g                                                                                                                                                                firm silken tofu","Put a large non-stick frying pan on a medium-high heat., Trim and finely slice the spring onions and fry with 1 tablespoon of olive oil for 1 minute., Add the rice, chilli jam, a splash of water and a pinch of sea salt and black pepper, then toss for 2 minutes until everything is well coated., Push the rice to the sides of the pan, making a big well in the middle. Crack the eggs into the well, then use a rubber spatula to start gently moving the eggs around to create big curds., Break in the tofu, then fold the rice back through the egg until it’s all looking good. Taste and season to perfection., Lightly oil the inside of a bowl, add the stir-fried rice, gently compacting it with the spatula, then proudly turn out on to a plate."
Cherry chard wild rice | Jamie Oliver recipes,With sour cherries & salty feta,"https://img.jamieoliver.com/jamieoliver/recipe-database/53051818.jpg?tr=w-800,h-1066","['Serves', '2']",In28 minutes,,548,17.9g,4.6g,24.7g,1.1g,16g,84.3g,3.4g,"150                                                                                                                                                                g                                                                                                                                                                mixed wild rice, 200                                                                                                                                                                g                                                                                                                                                                mixed-colour chard, 60                                                                                                                                                                g                                                                                                                                                                dried sour cherries, 20                                                                                                                                                                g                                                                                                                                                                shelled unsalted walnut halves, 40                                                                                                                                                                g                                                                                                                                                                feta cheese","Cook the rice in a pan of boiling salted water according to the packet instructions., Trim the chard stalks, cut them off and pop just the stalks into a colander, cover and steam above the rice for 3 minutes., Add the leaves and steam for another 2 minutes, then remove., Meanwhile, finely chop the cherries and, in a large bowl, mix with 1 tablespoon each of red wine vinegar and rice cooking water, then 1 tablespoon of extra virgin olive oil., Finely slice the walnuts, then the chard stalks, shred the leaves., Drain the rice well, add to the cherry dressing bowl with all the chard and crumble in the feta., Toss well, then taste and season to perfection with sea salt and black pepper. Dish up, and sprinkle over the walnuts."
One-pan fabulous fish | Jamie Oliver fish recipes,With green olive tapenade & fresh basil,"https://img.jamieoliver.com/jamieoliver/recipe-database/55846373.jpg?tr=w-800,h-1066","['Serves', '4']",In15 minutes,"“One-pan dishes like this are great, because they deliver a big flavour punch with minimal washing up. This five-ingredient wonder is all about beautifully fragrant, fluffy rice, perfectly steamed fish and soft, juicy cherry tomatoes, accompanied by a flavour-packed tapenade straight from your store cupboard.  ”",484,12g,1.7g,3.8g,1.2g,31.2g,66.7g,2.7g,"300                                                                                                                                                                g                                                                                                                                                                white basmati rice, 6                                                                                                                                                                heaped teaspoons                                                                                                                                                                green olive tapenade, 350                                                                                                                                                                g                                                                                                                                                                ripe mixed-colour cherry tomatoes, ½                                                                                                                                                                 a bunch of                                                                                                                                                                fresh basil                                                                                                                                                                 , (15g), 500                                                                                                                                                                g                                                                                                                                                                white fish fillets                                                                                                                                                                , such as haddock, skin off, pin-boned, from sustainable sources","In a large shallow casserole pan on a high heat, mix the rice with 2 heaped teaspoons of tapenade, then pour over 600ml of water., Put the lid on and let it come to the boil while you halve the tomatoes and, in a bowl, mix them with 1 tablespoon each of olive oil and red wine vinegar., Taste, season to perfection with sea salt and black pepper, and tear in most of the basil leaves., Cut the fish into four equal-sized pieces and place in the pan, pushing them into the rice., Scatter over the dressed tomatoes. Put the lid back on and boil for 10 minutes, or until the rice is cooked through, then remove the lid and cook for a further 2 minutes until all the liquid has evaporated., Spoon the remaining tapenade over the fish, pick over the remaining basil leaves, drizzle lightly with extra virgin olive oil, and dish up."
Crab & asparagus risotto | Rice recipes | Jamie magazine recipes,With Parmesan & fresh parsley,"https://img.jamieoliver.com/jamieoliver/recipe-database/52110986.jpg?tr=w-800,h-1066","['Serves', '4']",In45 minutes,"“There’s something so comforting about a good risotto, but the addition of crab and asparagus brings some spring freshness to this version.  ”",527,21.6g,10.9g,2.2g,1.13g,31.2g,48.1g,0.9g,"2                                                                                                                                                                sticks of                                                                                                                                                                celery, 3                                                                                                                                                                medium                                                                                                                                                                banana shallots, 1                                                                                                                                                                 clove of                                                                                                                                                                garlic, olive oil, 30                                                                                                                                                                g                                                                                                                                                                unsalted butter, 300                                                                                                                                                                g                                                                                                                                                                arborio rice, 200                                                                                                                                                                ml                                                                                                                                                                white wine, 1                                                                                                                                                                litre                                                                                                                                                                organic vegetable stock, 1                                                                                                                                                                                                                    lemon, 1 x                                                                                                                                                                 220g                                                                                                                                                                dressed crab                                                                                                                                                                , from sustainable sources, 15                                                                                                                                                                g                                                                                                                                                                Parmesan cheese                                                                                                                                                                , plus extra to serve, 8                                                                                                                                                                thin                                                                                                                                                                asparagus spears, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh flat-leaf parsley                                                                                                                                                                , (15g), extra virgin olive oil","Trim and finely chop the celery, then peel and finely slice the shallots and garlic., Place a large, deep frying pan over a medium heat, with 2 tablespoons of oil and 20g of the butter. Stir in the celery, shallot and garlic and fry for 10 to 15 minutes, or until softened and translucent., Turn the heat up and stir in the rice. After 1 to 2 minutes, pour in the wine and allow it to bubble away., Have your stock hot, ready to go. Once the wine has been absorbed, reduce the heat to medium-low and stir in a ladleful of stock; keep the rice moving to help it release the starch, which gives risotto its signature creaminess., Keep adding stock, a ladleful at a time, until the rice is al dente., Finely grate in half the lemon zest, stir through the brown crabmeat, then add the remaining butter. Finely grate in the Parmesan, season, beat everything together, then leave it off the heat with the lid on for a couple of minutes., Meanwhile, remove the woody ends from your asparagus and halve the spears lengthways. Toss with a drizzle of oil, a squeeze of lemon juice and a pinch of sea salt., Stir the white crabmeat through the risotto. Pick and finely chop the parsley leaves and stir through, along with a squeeze of lemon juice., Divide between bowls and top with the asparagus, a drizzle of extra virgin olive oil, an extra grating of parmesan and freshly ground black pepper."
