Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Punchy salmon salad | Fish recipes,With cucumber pickle & zingy lime,"https://img.jamieoliver.com/jamieoliver/recipe-database/134584624.jpg?tr=w-800,h-1066","['Serves', '2']",In1 hour,"“If you’re after a meal that ticks the boxes for ease, flavour and attitude, this salad is for you – it’s a celebration of refreshing, punchy flavours, including lime, chilli, garlic and coriander, with fantastic texture from the mega-crispy flavour-spiked skin, crunchy cucumber and a peppering of toasted sesame seeds – you’re going to love it. ”",525,32.9g,5.9g,5.9g,0.2g,29.2g,29.8g,4.4g,"2                                                                                                                                                                cloves of                                                                                                                                                                garlic, ½                                                                                                                                                                                                                    a fresh red chilli, 2                                                                                                                                                                cm piece of                                                                                                                                                                ginger, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh coriander                                                                                                                                                                , (15g), ¼                                                                                                                                                                                                                    cucumber, 2                                                                                                                                                                                                                    limes, 1                                                                                                                                                                tablespoon                                                                                                                                                                sesame oil, 300                                                                                                                                                                g                                                                                                                                                                new potatoes, 160                                                                                                                                                                g                                                                                                                                                                green beans, 1                                                                                                                                                                                                                    green teabag                                                                                                                                                                , optional, 225                                                                                                                                                                g                                                                                                                                                                salmon fillet                                                                                                                                                                , skin on, scaled, pin-boned, from sustainable sources, 1                                                                                                                                                                tablespoon                                                                                                                                                                sesame seeds, groundnut oil, 2                                                                                                                                                                                                                    spring onions","Peel and finely slice 2 cloves of garlic and ½ a fresh red chilli (deseed if you like), then peel and finely grate a 2cm piece of ginger. Pick the leaves from ½ a bunch of fresh coriander (15g) and finely slice the stalks., Scrape the skin of ¼ of a cucumber with a fork to create grooves, halve it lengthways, then scoop out and discard the seeds. Finely slice into half moons, then place in a bowl and squeeze over the juice of 1 lime. Drizzle over 1 tablespoon of sesame oil and toss together., Put 300g of new potatoes into a pan, cutting any larger potatoes in half, then cook in boiling salted water for 12 to 15 minutes, or until tender., Trim and roughly chop 160g of green beans, adding them to the pan for the last 4 minutes. Drain and leave to steam dry., Meanwhile, cut open 1 green tea bag (if using) and sprinkle the tea onto a plate. Add a good pinch of sea salt and black pepper, then roll the salmon in the mixture until completely covered., Place a non-stick frying pan over a medium heat, scatter in 1 tablespoon of sesame seeds and toast until golden, then remove to a bowl., Place the pan back on the heat, drizzle in 1 tablespoon of groundnut oil, then add 1 x 225g salmon fillet, skin-side down. Fry for around 6 minutes, or until the skin is golden and crisp. Flip over and cook for roughly 5 more minutes, or until just cooked through in the middle – this will vary slightly depending on the thickness of your salmon, so use your instincts. Remove the salmon to a board, skin-side up, and leave to cool a little., Pop the frying pan back on a medium heat. Drizzle in 1 tablespoon of groundnut oil, add the garlic, chilli, ginger and coriander stalks, then fry for a couple of minutes, or until lightly golden., Add the cooked veg, and using a potato masher, lightly crush the potatoes. Toss everything together, season to taste with sea salt and black pepper, then fry for a couple of minutes. Remove from the heat., Trim and finely slice 2 spring onions, stir them through the potatoes with the coriander leaves, then spoon onto a serving platter., Flake over the cooked salmon and sprinkle with the toasted sesame seeds. Serve with the pickled cucumber and cut the remaining lime wedges for squeezing over."
Fennel Roasted Salmon | Fish Recipes | Jamie Oliver,,"https://img.jamieoliver.com/jamieoliver/recipe-database/8XGiFWd84DgBlBWFs8LxFS.jpg?tr=w-800,h-1066","['Serves', '8']",In30 minutes,"“If you can, use wild salmon, which is at its best at this time of year. It has a deeper, slightly sweeter flavour than the farmed variety and is lovely and pink.  ”",447,33.9g,13.5g,2.5g,,32.4g,3.1g,,"1                                                                                                                                                                tablespoon                                                                                                                                                                fennel seeds, 1 x 1                                                                                                                                                                kg                                                                                                                                                                side of salmon or 2 x 500g wild salmon fillets, scaled and pin-boned, from sustainable sources, 1                                                                                                                                                                                                                    lemon, 6                                                                                                                                                                tablespoons                                                                                                                                                                crème fraîche, 3                                                                                                                                                                tablespoons                                                                                                                                                                freshly grated horseradish (or use from a jar if you can’t find fresh), extra virgin olive oil, 16                                                                                                                                                                                                                    free-range quail eggs or 8 free-range hen eggs, 2                                                                                                                                                                good handfuls of                                                                                                                                                                watercress, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh dill","Preheat the oven to 180ºC/gas 4., In a pestle and mortar, bash the fennel seeds with a good pinch of sea salt and black pepper., Place the salmon, skin-side down, in a roasting tray and sprinkle the fennel salt over the top. Finely grate over the lemon zest., Bake in the oven for 15 to 20 minutes, or until just cooked, but still a little translucent in the centre (if you’re using wild salmon, reduce the cooking time to 10 to 12 minutes)., Mix the crème fraîche with half the lemon juice, the horseradish, a good lug of oil and a pinch of salt and pepper, to taste. Bring a pan of salted water to the boil., Once the salmon is done, leave to cool a little before removing skin and breaking flesh into chunks., Boil the quail eggs for 2 minutes, or hen eggs for 5½ minutes. Cool in a bowl of cold water then peel carefully., Spoon a dollop of horseradish crème fraîche onto your plates, top with a few pieces of salmon and some watercress. Allocating 2 quail eggs or 1 hen egg per person, cut into halves or quarters and place around the salmon. Finish by picking over the dill and drizzling with extra virgin olive oil."
Spicy salmon tacos | Jamie magazine fish taco recipes,with minty cucumber,"https://img.jamieoliver.com/jamieoliver/recipe-database/46260415.jpg?tr=w-800,h-1066","['Serves', '4']",In30 minutes,,452,16.5g,2.7g,6.8g,1.2g,33.6g,44.6g,2.4g,"4 x 125                                                                                                                                                                g                                                                                                                                                                salmon fillets, skin on, from sustainable sources, 2-3                                                                                                                                                                teaspoons                                                                                                                                                                five spice powder, olive oil, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh coriander, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh mint, 150                                                                                                                                                                g                                                                                                                                                                plain fat-free yoghurt, 1                                                                                                                                                                                                                    cucumber, 2                                                                                                                                                                                                                    shallots, 1                                                                                                                                                                                                                    fresh red chilli, 1                                                                                                                                                                tablespoon                                                                                                                                                                white wine vinegar, 1                                                                                                                                                                pinch of                                                                                                                                                                sugar, 4                                                                                                                                                                                                                    corn or flour tortillas","Rub the salmon flesh (but not the skin) with the five spice, a drizzle of oil and a good pinch of sea salt and black pepper., Heat a non-stick frying pan over a medium heat and place the salmon skin-side down in the pan and cook for 8 to 9 minutes or until nearly cooked through and the skin is crispy., Flip them over, immediately remove from the heat and allow to finish cooking through in the residual heat., Save a few coriander sprigs to one side, then pick and finely chop the remaining coriander and the mint leaves. Combine with the yoghurt, and season to taste., Using a speed-peeler, peel the cucumber into ribbons and place in a bowl. Peel and finely slice the shallots and chilli, then add to the bowl. Sprinkle over the vinegar, sugar and a pinch of salt, and mix with your hands to combine the flavours., Place a tortilla on each plate and flake over the salmon fillets, including any crispy skin. Add a dollop of the herby yoghurt, the minty cucumber (squeezing out any liquid) and pick over the reserved coriander leaves. Roll up and enjoy."
Christmas Jerk Gravadlax | Fish Recipes | Jamie Oliver,"With warming spices, rum, chilli and treacle.","https://img.jamieoliver.com/jamieoliver/recipe-database/46260740.jpg?tr=w-800,h-1066","['to', '10']",days curing,"“Curing your own fish is seriously easy, and something you can prep in advance. This spiced version adds a real festive vibe – and guys, if you have enough rum, do use it to rinse off your cure, as it gives the flavour extra depth. This makes a great brunch with some gorgeous bread. ”",290,16.7g,2.9g,0.5g,0.9g,30.6g,1.1g,0.3g,"1.2                                                                                                                                                                kg                                                                                                                                                                side of salmon, from sustainable sources, SPICE CURE, 1                                                                                                                                                                                                                    orange, 1                                                                                                                                                                                                                    scotch bonnet chilli, 1                                                                                                                                                                                                                    shallot, 1                                                                                                                                                                teaspoon                                                                                                                                                                allspice, ½                                                                                                                                                                teaspoon                                                                                                                                                                cinnamon, 1                                                                                                                                                                tablespoon                                                                                                                                                                treacle, 6                                                                                                                                                                tablespoons                                                                                                                                                                rock salt, 2                                                                                                                                                                tablespoons                                                                                                                                                                brown sugar, 2                                                                                                                                                                tablespoons                                                                                                                                                                rum                                                                                                                                                                , plus 50ml extra for rinsing off the cure, HERB CURE, ½                                                                                                                                                                 a bunch of                                                                                                                                                                fresh flat-leaf parsley, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh thyme, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh chives","Start curing your salmon three days before. To make the spice cure, zest the orange, trim the chilli and peel the shallot. Blitz the orange zest, allspice, cinnamon, chilli, treacle and shallot in a food processor until you have a smooth paste., Transfer this to a bowl and stir in the rock salt and sugar. Pour in the 2 tablespoons of rum and mix well., Lay a large double layer of greaseproof paper over a baking tray and place the salmon on it, skin-side down. Slowly pour over the spice cure and use a spatula to spread it all over the salmon., Wrap the fish in both layers of the paper, then tightly in clingfilm. Place in the fridge with something heavy on top to weigh it down, then leave for 48 hours., When the time is up, take the salmon out of the fridge and carefully unwrap it. Rinse off the cure with the 50ml of rum (or you can use cold water), holding the salmon over a baking tray and pouring over a splash at a time. Use a spoon to gently push the cure off the fish. It should have shared its wonderful flavours with the salmon and turned it a dark brownish pink., For the herb cure, pick and finely chop all the herbs and mix together in a bowl., Clean the baking tray and cover with two layers of paper as before, then place the salmon on it, skin-side down. Using your hands, pack the herby cure onto the fish, covering all of the flesh – you don’t want air getting in., As before, wrap it with the two layers of greaseproof paper, then a tight layer of clingfilm. Pop it back in the fridge with weights on top and leave for another 24 hours., The next day, your salmon will be perfectly cured and ready to eat. You don’t need to rinse off that second cure – simply slice the salmon diagonally, as thinly as you like, then serve with pickled carrots, chillies, and buttered slices of bread."
Sesame seared salmon | Jamie Oliver recipes,"Dressed mixed grains, carrot ribbons, orange, mint & harissa","https://img.jamieoliver.com/jamieoliver/recipe-database/138602409.jpg?tr=w-800,h-1066","['Serves', '2']",In21 minutes,,640,28.4g,4.6g,17.7g,1g,36.7g,58.2g,9.8g,"2 x 130                                                                                                                                                                g                                                                                                                                                                salmon fillets, skin on, scaled, pin-boned, 2                                                                                                                                                                tablespoons                                                                                                                                                                sesame seeds, 1                                                                                                                                                                bunch of                                                                                                                                                                 mint (30g), 2                                                                                                                                                                                                                    large oranges, extra virgin olive oil, red wine vinegar, 1 x 250                                                                                                                                                                g                                                                                                                                                                packet of cooked mixed grains, 2                                                                                                                                                                                                                    small carrots, 2                                                                                                                                                                heaped teaspoons                                                                                                                                                                harissa",
Salmon Devilled Eggs | Fish Recipes | Jamie Oliver,,"https://img.jamieoliver.com/jamieoliver/recipe-database/6YBLn-VKadJB5UdR4Z1IzV.jpg?tr=w-800,h-1066","['Makes', '16']",In30 minutes,,73,6.4g,1.3g,0g,0.2g,4g,0.1g,0g,"8                                                                                                                                                                large                                                                                                                                                                free-range eggs, 25                                                                                                                                                                g                                                                                                                                                                smoked salmon, 4                                                                                                                                                                sprigs of                                                                                                                                                                fresh dill                                                                                                                                                                , plus extra for serving, 1                                                                                                                                                                pinch of                                                                                                                                                                cayenne pepper, MAYONNAISE, 1                                                                                                                                                                large                                                                                                                                                                free-range egg yolk, 2                                                                                                                                                                teaspoons                                                                                                                                                                Dijon mustard, 1/2                                                                                                                                                                                                                    lemon                                                                                                                                                                , (20ml juice), 100                                                                                                                                                                ml                                                                                                                                                                olive oil, 100                                                                                                                                                                ml                                                                                                                                                                sunflower oil","In a saucepan, cover the eggs with cold water and bring to the boil over a high heat., Simmer for 6 minutes, then drain and pop the eggs in cold water to cool., Peel and halve them lengthways, scoop the yolks into a bowl and roughly mash. Set aside., Make your mayonnaise. In a bowl, whisk the egg yolk, mustard and lemon juice with an electric whisk until frothy., Combine the oils in a jug, then drizzle them into the egg mixture, whisking constantly until combined. Season to taste with sea salt and black pepper., Add 60g of mayo to the egg yolks (refrigerate the rest for up to a few days)., Finely chop and stir in the salmon and dill fronds, then add the cayenne pepper and mash to combine., Spoon into the egg whites, top with extra dill and serve immediately."
Smoked Salmon Omelette with Sprouts | Egg Recipes | Jamie Oliver,,"https://img.jamieoliver.com/jamieoliver/recipe-database/F6zWhnIeK2EBvvkTxTo_lu.jpg?tr=w-800,h-1066","['Serves', '4']",In55 minutes,,399,31.1g,6.7g,7.2g,2.5g,21.3g,9.7g,4.1g,"6                                                                                                                                                                cloves of                                                                                                                                                                garlic, 5cm piece of                                                                                                                                                                ginger, 170                                                                                                                                                                g                                                                                                                                                                purple sprouting broccoli, 160                                                                                                                                                                g                                                                                                                                                                Brussels sprouts, 2                                                                                                                                                                teaspoons                                                                                                                                                                fish sauce, 150                                                                                                                                                                g                                                                                                                                                                beansprouts, 4                                                                                                                                                                large                                                                                                                                                                free-range eggs, 160                                                                                                                                                                g                                                                                                                                                                quality smoked salmon, CHILLI SAUCE, 5                                                                                                                                                                                                                    golden shallots                                                                                                                                                                , (160g), 180                                                                                                                                                                g                                                                                                                                                                palm sugar, 180                                                                                                                                                                g                                                                                                                                                                long red chillies, peanut oil, 20                                                                                                                                                                ml                                                                                                                                                                fish sauce, 1                                                                                                                                                                                                                    lime","First make your chilli sauce, peel and finely slice the shallots, and grate the palm sugar. Finely chop the chillies., Heat 2 tablespoons of peanut oil in a small saucepan, add the shallots and chilli and sauté over a low heat until very soft, about 10 minutes., Add the palm sugar and 20ml of water, increase the heat to high and bring it to the boil. Cook for 8 to 10 minutes, or until caramelised.

Add the fish sauce and a the lime juice, then remove from the heat. Set aside until needed (you won’t need it all for this dish but the rest will keep in the fridge for up to two weeks)., Peel and finely slice the garlic, peel and finely grate the ginger, then halve the broccoli and Brussels lengthways., Heat 50ml of oil in a large frying pan or wok over a high heat, add the garlic and ginger and cook, stirring, for 30 seconds. Add the broccoli and brussels sprouts and cook, stirring, for 8 minutes.

Stir in the fish sauce, put the lid on the pan and cook for 2 minutes, or until the vegetables are just tender. Add the beansprouts and toss to combine. Divide between four serving plates., Wipe out the pan and return it to the heat, add a splash of oil and let it get nice and hot. In a bowl, whisk two eggs with a pinch of sea salt, pour them into the pan and swirl to coat it in a thin layer., Cook until the eggs are just set, then lay half of the salmon on top and roll up to enclose. Slice the rolls in half and set aside. Repeat with the remaining ingredients to make another omelette roll., Arrange the pieces of omelette on top of the vegetables and serve with a little chilli sauce on the side."
Green tea roasted salmon | Fish recipes | Jamie Oliver,Ginger rice & sunshine salad,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1585_9_1439905728.jpg?tr=w-800,h-1066","['Serves', '2']",In35 minutes,"“Containing three of our 5-a-day, this recipe uses juicy mango, packed with vitamin C, which is important for helping to keep our immune systems in tip-top condition ”",600,21.4g,3.9g,6.3g,0.7g,37.8g,70g,3.9g,"150                                                                                                                                                                g                                                                                                                                                                brown rice, 1 x 500                                                                                                                                                                g                                                                                                                                                                salmon tail, skin on, scaled, bone in, from sustainable sources, 1                                                                                                                                                                                                                    green tea bag, sesame oil, 1                                                                                                                                                                clove of                                                                                                                                                                garlic, 320                                                                                                                                                                g                                                                                                                                                                mixed salad veg, such as carrots, cucumber, tomato, chicory, 1                                                                                                                                                                small                                                                                                                                                                ripe mango, 1                                                                                                                                                                                                                    lime, low-salt soy sauce, 1                                                                                                                                                                                                                    fresh red chilli, 1 x                                                                                                                                                                3cm piece of                                                                                                                                                                ginger, 1                                                                                                                                                                teaspoon                                                                                                                                                                sesame seeds, ½                                                                                                                                                                 a punnet of                                                                                                                                                                cress","Preheat the oven to 180°C/350°F/gas 4., Cook the rice according to the packet instructions, then drain., Meanwhile, score the salmon skin 1cm deep at 2cm intervals and place in a snug-fitting baking dish (use one 300g fillet, if you prefer)., Season it with sea salt and black pepper and the green teabag contents, then rub all over with 1 teaspoon of sesame oil, getting it well into the cuts. Peel and finely slice the garlic, then poke a slice into each cut., Bake for 25 minutes, or until cooked through (15 minutes if using a fillet)., Prepare all your salad veg, chopping everything into bite-sized chunks or slices that will be a pleasure to eat., Slice the cheeks off the mango, then peel, slice the flesh and put it into a nice bowl with all the veg. Really squidge and squeeze all the juice out of the mango centre into a separate bowl, then squeeze in the lime juice and season to taste with soy sauce., Deseed, finely chop and add the chilli to make a dressing, then toss with the veg and mango., Peel and matchstick the ginger and put into a frying pan on a medium heat with 1 teaspoon of sesame oil and the sesame seeds. Fry for 2 minutes until starting to crisp up, tossing regularly, then stir in the rice and season to perfection., Snip the cress over the salad, and serve with the salmon and rice."
Fish Pie | Family basics | Jamie Oliver,A fuss-free fish pie the whole family can enjoy,"https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1482_2_1430137066.jpg?tr=w-800,h-1066","['Serves', '8']",30 minutes,“This healthy fish pie is a firm favourite in the Oliver household – the kids always ask for it. ”,370,12.4g,5.6g,4g,0.9g,26.4g,40.2g,3.6g,"1.5                                                                                                                                                                kg                                                                                                                                                                floury potatoes, 4                                                                                                                                                                large                                                                                                                                                                free-range eggs                                                                                                                                                                , optional, 50                                                                                                                                                                g                                                                                                                                                                unsalted butter, 50                                                                                                                                                                g                                                                                                                                                                plain flour, 2                                                                                                                                                                                                                    fresh bay leaves, 350                                                                                                                                                                ml                                                                                                                                                                quality fish stock, 350                                                                                                                                                                ml                                                                                                                                                                semi-skimmed milk                                                                                                                                                                , plus an extra splash, 50                                                                                                                                                                g                                                                                                                                                                Cheddar cheese, ½                                                                                                                                                                a                                                                                                                                                                lemon, 1                                                                                                                                                                heaped teaspoon                                                                                                                                                                English mustard, a few sprigs of                                                                                                                                                                fresh flat-leaf parsley                                                                                                                                                                , optional, 300                                                                                                                                                                g                                                                                                                                                                skinless, boneless white fish                                                                                                                                                                , such as coley, whiting, haddock, cod, from sustainable sources, 200                                                                                                                                                                g                                                                                                                                                                skinless boneless salmon                                                                                                                                                                , from sustainable sources, 200                                                                                                                                                                g                                                                                                                                                                skinless, boneless undyed smoked haddock                                                                                                                                                                , from sustainable sources, 200                                                                                                                                                                g                                                                                                                                                                baby spinach, extra virgin olive oil, 1                                                                                                                                                                whole                                                                                                                                                                nutmeg                                                                                                                                                                , for grating","Preheat the oven to 200ºC/400ºF/gas 6., Peel the potatoes and cut into 2cm chunks, then boil for around 15 minutes, or until tender. Add the eggs for the last 8 minutes (if using)., Meanwhile, make the sauce. Melt the butter in a heavy-bottomed pan over a low heat and stir in the flour. Add the bay, then bit by bit, add the stock and the milk, stirring after every addition until you have a smooth, silky sauce. Bring to the boil, then reduce to a simmer and cook for 10 minutes, or until thickened., Stir in the mustard, grate in half the cheese, then squeeze in the lemon juice. Pick, finely chop and stir in the parsley (if using), then keep stirring until the cheese is melted. Season with a little black pepper, then remove from the heat., Get yourself a 25cm x 30cm baking dish. Check that there aren’t any stray bones lurking in the fish fillets, then slice into 2.5cm chunks and spread them evenly over the base of the dish., Wilt and add the spinach, then peel, quarter and add the eggs (if using). Remove the bay leaves, then pour over the white sauce and allow to cool slightly., Drain the potatoes well and mash with a little extra virgin olive oil, a splash of milk and a few scrapings of nutmeg. Spoon the potatoes over the pie and scuff up the surface with a fork., Grate the remaining Cheddar over the top and bake in the oven for 45 minutes, or until the fish is cooked through, the sauce is bubbling up at the sides and the top is golden., Delicious served with lots of green veg, or if you’re Jamie, with baked beans!"
