Recipe title,Subheading,Image (link),Recipe-detail serves,Recipe-detail time,Recipe-detail,Calories,Fat,Saturates,Sugars,Salt,Protein,Carbs,Fibre,Ingred-list,RecipeSteps
Sweet potato chilli | Jamie Oliver recipes,"Black beans, chipotle, cumin, coriander & feta","https://img.jamieoliver.com/jamieoliver/recipe-database/137249479.jpg?tr=w-800,h-1066","['Serves', '12']",hours cook),,229,3.4g,1g,13g,0.6g,8.8g,38.8g,12g,"6                                                                                                                                                                                                                    sweet potatoes (250g each), olive oil, 1                                                                                                                                                                teaspoon                                                                                                                                                                cumin seeds, 1 x 95                                                                                                                                                                g                                                                                                                                                                jar of chipotle chilli paste, 500                                                                                                                                                                g                                                                                                                                                                fresh or frozen chopped mixed onion, carrot & celery, ½ a                                                                                                                                                                                                                    bunch of coriander (15g)                                                                                                                                                                , (15g), 3 x 400                                                                                                                                                                g                                                                                                                                                                tins of black beans, 3 x 400                                                                                                                                                                g                                                                                                                                                                tins of plum tomatoes, 60                                                                                                                                                                g                                                                                                                                                                feta cheese",
Potato tortilla | Jamie Oliver recipes,With smoky pepper & tomato salsa,"https://img.jamieoliver.com/jamieoliver/recipe-database/135798328.jpg?tr=w-800,h-1066","['Serves', '4']",In40 minutes,"“Easy to rattle out on a weeknight, this budget-friendly tortilla is a real winner. I’m talking minimal ingredients paired with big-flavour techniques to really get the most out of your ingredients – going to the effort of blackening the peppers for bonus smoky flavour, 
or taking care to prep your tomatoes beautifully really does make all the difference. ”",336,19.6g,3.9g,6.3g,0.8g,14.3g,28.3g,3.7g,"500                                                                                                                                                                g                                                                                                                                                                potatoes, 1                                                                                                                                                                                                                    onion, olive oil, 1                                                                                                                                                                                                                    red, orange or yellow pepper, 2                                                                                                                                                                                                                    large ripe tomatoes, red wine vinegar, extra virgin olive oil, ½                                                                                                                                                                                                                     a bunch of fresh flat-leaf parsley (15g), 6                                                                                                                                                                                                                    large free-range eggs","Scrub the potatoes and peel the onion, then clank into wedges and very finely slice., Drizzle 2 tablespoons of olive oil into a 24cm non-stick frying pan over a medium heat, add potato and onion, a pinch of sea salt and black pepper and cook for 25 minutes, or until soft and tender, stirring occasionally., Meanwhile, blacken the pepper over the flame of a gas hob or under the grill, turning occasionally., Quarter, deseed and very finely chop one of the tomatoes and place in a bowl, then finely grate over the remaining tomato, discarding the skin. Finely chop the parsley (stalks and all), reserving half the leaves for later, then add to the bowl., Once nicely blackened all over, scrape away the pepper skin, remove the seeds and finely dice. Add to the tomatoes with ½ a tablespoon of red wine vinegar and 1 tablespoon of extra virgin olive oil, then toss together and season to taste., Crack the eggs into a large bowl, add a pinch of sea salt and black pepper, then tip in the cooked potatoes and onions and stir gently for 1 minute., Pour the egg mixture back into the pan, pat it down gently with a spatula, then cover with a lid and cook on medium-low for 6 to 7 minutes, or until lightly golden and just set., Loosen the edges with a spatula, then carefully flip over – I like to tip it onto the pan lid or a large plate, then slide it back into the pan. Cook for a further 2 minutes, or until it has a little blush of colour., Turn out onto a serving board and top with the salsa. Dress the reserved parsley leaves in the last of salsa liquor, then scatter over. Delicious served with a fresh seasonal salad."
Super salad platter | Jamie Oliver recipes,"Avo, sweet potatoes, broccoli & beets","https://img.jamieoliver.com/jamieoliver/recipe-database/134567914.jpg?tr=w-800,h-1066","['Serves', '4']",,"“Both quinoa and cashew nuts are high in the mineral copper, which our bodies need for everything from immune and nervous system function to efficiently transporting iron around. ”",527,19.8g,3.6g,21.8g,0.4g,18.5g,74.2g,10g,"1                                                                                                                                                                teaspoon                                                                                                                                                                cumin seeds, 2                                                                                                                                                                small                                                                                                                                                                sweet potatoes                                                                                                                                                                , (200g each), 350                                                                                                                                                                g                                                                                                                                                                broccoli, olive oil, 25                                                                                                                                                                g                                                                                                                                                                cashew nuts, 25                                                                                                                                                                g                                                                                                                                                                mixed pumpkin, sunflower and sesame seeds, 250                                                                                                                                                                g                                                                                                                                                                vac-packed beetroot, 2                                                                                                                                                                tablespoons                                                                                                                                                                balsamic vinegar, extra virgin olive oil, 300                                                                                                                                                                g                                                                                                                                                                quinoa, 1                                                                                                                                                                bunch of                                                                                                                                                                fresh mint                                                                                                                                                                , (30g), 1                                                                                                                                                                                                                    lemon, 1                                                                                                                                                                                                                    ripe avocado, 6                                                                                                                                                                tablespoons                                                                                                                                                                natural yoghurt, 1                                                                                                                                                                punnet of                                                                                                                                                                cress","Preheat the oven to 180°C/350°F/gas 4. Crush 1 teaspoon of cumin seeds in a pestle and mortar. Scrub 2 small sweet potatoes and rub with the crushed cumin seeds. Place in a roasting tray and cook in the oven for 30 minutes., Meanwhile, trim the tough end off 1 broccoli stalk, slice it, then chop the rest into large florets. Toss the broccoli into the sweet potato tray with 1 tablespoon of olive oil. Roast for another 30 minutes, or until the sweet potatoes are cooked through., Toast 25g of cashew nuts and 25g of mixed pumpkin, sunflower and sesame seeds in a dry frying pan on a medium heat until smelling fantastic, then crush in the pestle and mortar., Bash and mush up 250g of vac-packed beetroot in their pack as much as you can, then snip the corner off and decant into a bowl with 2 tablespoons of balsamic vinegar and 1 tablespoon of extra virgin olive oil. Mix together, mashing with a fork, if needed., Cook 300g of quinoa according to the packet instructions, and drain well. Pick and finely chop the leaves from 1 bunch of mint (reserving the pretty ones for garnish) and stir through the quinoa with the finely grated zest and the juice from 1 lemon, then season to perfection., Scatter the quinoa across a large platter. Once cool enough to handle, tear over chunks of roasted sweet potato and dot over the roasted broccoli. Halve 1 ripe avocado and use a teaspoon to add curls of flesh to the platter. Dollop over 6 tablespoons of natural yoghurt, spoon bombs of dressed beets on top, scatter over the toasted nuts and seeds and the reserved mint leaves, snip over 1 punnet of cress and serve."
Sweet potato fishcakes | Jamie Oliver recipes,"Chopped salad, feta & red pepper salsa","https://img.jamieoliver.com/jamieoliver/recipe-database/134584618.jpg?tr=w-800,h-1066","['Serves', '4']",10 minutes,"“White fish is a great choice here, as it’s both low in fat and super-nutritious. Haddock, for example, is packed full of iodine, which we need to support healthy brain function. ”",423,8.6g,2.7g,16g,1.1g,32.5g,56.9g,8.4g,"500                                                                                                                                                                g                                                                                                                                                                potatoes, 500                                                                                                                                                                g                                                                                                                                                                sweet potatoes, 2                                                                                                                                                                                                                    red peppers, extra virgin olive oil, 2                                                                                                                                                                teaspoons                                                                                                                                                                chipotle Tabasco sauce, 500                                                                                                                                                                g                                                                                                                                                                white fish fillets from sustainable sources                                                                                                                                                                , skin off, pin-boned, olive oil, 1                                                                                                                                                                                                                    cucumber, 1                                                                                                                                                                                                                    iceburg lettuce, 1                                                                                                                                                                heaped teaspoon                                                                                                                                                                English mustard, 4                                                                                                                                                                heaped tablespoons                                                                                                                                                                natural yoghurt, 1                                                                                                                                                                tablespoon                                                                                                                                                                white wine vinegar, 40                                                                                                                                                                g                                                                                                                                                                feta cheese, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh mint                                                                                                                                                                , (15g), 1                                                                                                                                                                                                                    lemon","Wash 500g each of potatoes and sweet potatoes (leaving the skins on for extra nutritional benefit), chop into 3cm chunks and cook in a pan of boiling salted water for 15 minutes, or until cooked through. Drain, leave to steam dry and cool, then mash., Meanwhile, blacken 2 red peppers over a direct flame on the hob or in a griddle pan on a high heat, turning until charred and blistered all over., Pop into a bowl and cover with clingfilm for 10 minutes, then scrape off most of the black skin, discarding the stalks and seeds. Finely chop, dress with 1 tablespoon of extra virgin olive oil and 2 teaspoons of chipotle Tabasco, then put aside., Chop 500g of white fish fillets into 1cm dice, then mix into the cool mash really well with a pinch of sea salt and black pepper. Divide the mixture into eight even-sized balls and pat into 3cm-thick patties., Put two large non-stick frying pans on a medium-low heat with 1 tablespoon of olive oil in each (or cook in batches). Cook four fishcakes in each pan, for 5 minutes on each side, or until golden and cooked through, carefully turning with a fish slice – if they break or crack a little don’t stress, these are light, chunky, rough-and-ready fishcakes., Meanwhile, peel 1 cucumber, halve lengthways and scrape out the watery core, then slice ½ cm thick. Remove any tatty outer leaves from 1 iceberg lettuce, and roughly chop it into 1cm chunks., In a bowl, dress both with 1 heaped teaspoon of English mustard, 4 heaped tablespoons of yoghurt and 1 tablespoon of white wine vinegar, mixing well, then taste, season to perfection, and crumble over 40g of feta cheese. Pick, roughly chop and stir through most of the leaves from ½ a bunch of fresh mint (15g)., Serve the fishcakes and salsa scattered with baby mint leaves, with a good portion of salad and wedges of lemon, for squeezing over."
Jacket spuds & homemade beans | Jamie Oliver recipes,Crispy broccoli & oozy cheese,"https://img.jamieoliver.com/jamieoliver/recipe-database/134593081.jpg?tr=w-800,h-1066","['Serves', '4']",5 minutes,,475,12.8g,5.3g,9.9g,1.1g,24.2g,64.4g,15.3g,"4                                                                                                                                                                large                                                                                                                                                                Maris Piper potatoes, olive oil, 1                                                                                                                                                                                                                    red pepper, 1                                                                                                                                                                bunch of                                                                                                                                                                spring onions, 1                                                                                                                                                                head of                                                                                                                                                                broccoli                                                                                                                                                                , (375g), 1                                                                                                                                                                heaped teaspoon                                                                                                                                                                smoked paprika, 2 x 400                                                                                                                                                                g tins of                                                                                                                                                                cannellini beans, 1 x 400                                                                                                                                                                g tin of                                                                                                                                                                plum tomatoes, 80                                                                                                                                                                g                                                                                                                                                                Cheddar cheese, 1 x 80                                                                                                                                                                g bag of                                                                                                                                                                watercress, spinach & rocket, extra virgin olive oil                                                                                                                                                                , optional","Preheat the oven to 200°C/400°F/gas 6., Wash and scrub 4 large potatoes, dry well (this will ensure crispy skin once baked), then rub with 1 tablespoon of olive oil and season with sea salt., Using a fork, prick each potato a few times, then place directly on the shelves of the oven and bake for 1 hour (longer if your potatoes are particularly big), or until crispy on the outside and soft in the middle., Meanwhile, deseed 1 red pepper and trim 1 bunch of spring onions, then finely chop. Trim the tough end from 1 head of broccoli (375g), finely chop the stalk and slice the head apart into bite-sized florets., Drizzle 1 tablespoon of olive oil into a large casserole pan on a high heat, add the pepper, spring onion and broccoli stalk, then cook for 5 minutes, or until softened, stirring regularly., Stir in 1 heaped teaspoon of smoked paprika and cook for 1 further minute, then add 2 x 400g tins of cannellini beans (juices and all)., Scrunch in 1 x 400g tin of plum tomatoes, pour in 1 tin’s worth of water, then bring to the boil. Season to perfection, then transfer to the oven and bake for 30 minutes, or until thickened and reduced., Toss the broccoli florets in 1 tablespoon of olive oil and scatter over the beans for the last 10 minutes. Remove from the oven and finely grate over 80g of cheese., Serve 1 x 80g bag of watercress, spinach & rocket on the side and toss with a little extra virgin olive oil, if you like, then serve alongside the beans and potatoes. Enjoy!"
"Potato, pepper & broccoli frittata | Jamie Oliver recipes",With Cheddar & smoked paprika,"https://img.jamieoliver.com/jamieoliver/recipe-database/134593077.jpg?tr=w-800,h-1066","['Serves', '4']",In30 minutes,,373,19.1g,5.8g,4.6g,1.6g,23g,30.1g,5.3g,"600                                                                                                                                                                g                                                                                                                                                                Maris Piper potatoes, 1                                                                                                                                                                bunch of                                                                                                                                                                spring onions, 1                                                                                                                                                                head of                                                                                                                                                                broccoli                                                                                                                                                                , (375g), 1                                                                                                                                                                                                                    red pepper, 1                                                                                                                                                                teaspoon                                                                                                                                                                smoked paprika, 8                                                                                                                                                                large                                                                                                                                                                eggs, 40                                                                                                                                                                g                                                                                                                                                                Cheddar cheese, 1 x 80                                                                                                                                                                g bag of                                                                                                                                                                watercress, spinach & rocket, extra virgin olive oil","Preheat the oven to 200ºC/400ºF/gas 6., Drizzle 1 tablespoon of olive oil into a 28cm ovenproof non-stick frying pan on a medium-high heat., Scrub 600g of potatoes and chop into 1cm dice, adding to the pan as you go., Trim, finely slice and add 1 bunch of spring onions. Trim the tough end off 1 head of broccoli (375g), finely chop the remaining stalk and add to the pan. Deseed, finely slice and add 1 red pepper., Season with a pinch of sea salt and black pepper, add 1 teaspoon of smoked paprika, then cook for 15 minutes, or until golden, stirring occasionally. Slice the head of broccoli apart into bite-sized florets, adding to the pan for the last 5 minutes., Crack 8 large eggs into a bowl and beat together, grate in 30g of Cheddar cheese and season with salt and pepper. Mix together well., Roughly chop half the watercress, spinach & rocket (40g) and stir into the pan, then pour over the egg mixture, swirling to coat the base of the pan., Grate over the remaining 10g of Cheddar and cook for 2 minutes, then bake for 10 minutes, or until golden and set., Slide the frittata out onto a serving board and cut into wedges. Dress the remaining watercress, spinach & rocket (40g) in 1 tablespoon of extra virgin olive oil and serve alongside."
Smoky veg patties | Jamie Oliver recipes,Red pepper salsa & fried egg,"https://img.jamieoliver.com/jamieoliver/recipe-database/134585079.jpg?tr=w-800,h-1066","['Serves', '4']",In25 minutes,"“These veggie patties are a little bit like bubble and squeak – big on flavour and really comforting. With added protein from beans and lovely fried eggs, this is a super-satisfying midweek winner.  ”",402,18.6g,6g,6.9g,1.6g,20.1g,41.8g,6.8g,"1                                                                                                                                                                head of                                                                                                                                                                broccoli, 1                                                                                                                                                                bunch of                                                                                                                                                                spring onions, 600                                                                                                                                                                g                                                                                                                                                                Maris Piper potatoes, olive oil, 1                                                                                                                                                                                                                    red pepper, red wine vinegar, 1 x 400                                                                                                                                                                g tin of                                                                                                                                                                cannellini beans, 60                                                                                                                                                                g                                                                                                                                                                Cheddar cheese, ½                                                                                                                                                                teaspoon                                                                                                                                                                smoked paprika, 4                                                                                                                                                                large                                                                                                                                                                eggs, 1 x 80                                                                                                                                                                g bag of                                                                                                                                                                watercress, spinach & rocket, extra virgin olive oil","Trim the tough end off 1 head of broccoli (375g). Finely chop the remaining stalk, then break the florets apart. Trim and finely slice ½ a bunch of spring onions., Peel and chop 600g of potatoes into 3cm chunks, then cook in a pan of boiling salted water for 12 minutes, or until tender, adding the broccoli florets for the last 3 minutes., Meanwhile, drizzle 1 tablespoon of olive oil into a large frying pan on medium heat, add the sliced spring onions and broccoli stalks and cook for 10 minutes, or until softened, then remove from the heat., Once cooked, drain the potatoes and broccoli and allow to steam dry, tip into the frying pan and leave to cool while you make the salsa., Deseed 1 red pepper and trim the remaining ½ a bunch of spring onions, then finely chop and place in a bowl with 1 tablespoon of red wine vinegar and a pinch of sea salt and black pepper., Drain and add 1 x 400g tin of cannellini beans to the frying pan, grate in 60g of Cheddar cheese, season with salt and pepper, then sprinkle in ½ a teaspoon of smoked paprika. Mash and mix together well, then divide into 8 equal-sized balls and pat into flat rounds., Place the frying pan back on a medium-high heat, drizzle in 1 tablespoon of olive oil, then add the patties and cook for 2 to 3 minutes on each side, or until golden and crisp, then remove (and keep warm) while you fry 4 eggs to your liking., To serve, place two patties and a fried egg on each plate, then top each with a spoonful of salsa. Serve 1 x 80g bag of watercress, spinach & rocket on the side and toss with a little extra virgin olive oil and red wine vinegar, if you like."
5-a-day spiced veg stew | Jamie Oliver recipes,"Fragrant coconut broth, coriander & lime","https://img.jamieoliver.com/jamieoliver/recipe-database/134622143.jpg?tr=w-800,h-1066","['Serves', '2']",In53 minutes,,414,11.2g,6g,39g,1.8g,11.8g,69.4g,15.8g,"1                                                                                                                                                                                                                    sweet potato                                                                                                                                                                , (300g), 1                                                                                                                                                                                                                    aubergine                                                                                                                                                                , (250g), 2                                                                                                                                                                                                                    mixed-colour peppers, 2                                                                                                                                                                                                                    onions, olive oil, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh coriander                                                                                                                                                                , (15g), 30                                                                                                                                                                g                                                                                                                                                                sun-dried tomatoes, 2                                                                                                                                                                tablespoons                                                                                                                                                                Thai curry paste                                                                                                                                                                , (choose your favourite), ½ x 400                                                                                                                                                                g tin of                                                                                                                                                                light coconut milk, 160                                                                                                                                                                g                                                                                                                                                                mangetout, 2                                                                                                                                                                teaspoons                                                                                                                                                                soy or fish sauce, 1                                                                                                                                                                                                                    lime, 2                                                                                                                                                                                                                    flatbreads                                                                                                                                                                , optional","Scrub 1 sweet potato (300g) and slice into rounds, about ½cm thick. Trim 1 aubergine (250g) and 2 mixed-colour peppers, then chop into 3cm chunks., Char the vegetables in a large dry casserole pan over a high heat for 5 minutes – work in batches, removing to a plate as you go., Peel and finely slice 2 onions, then place in the large casserole pan on a medium heat with a splash of olive oil and cook for 10 minutes, stirring regularly., Finely chop the stalks from ½ a bunch of fresh coriander (15g), reserving the leaves for later, along with 30g of sun-dried tomatoes, then add to the pan., Stir in 2 tablespoons of Thai curry paste (choose your favourite) and cook for a further 3 minutes, then pour in ½ x 400g tin of light coconut milk and 400ml of boiling kettle water, and mix well., Add the charred veg back into the pan, pop the lid on, reduce the heat to low and cook gently for 10 minutes, throwing the mangetout in for the final 2 minutes., Season with 2 teaspoons of soy or fish sauce, then finely chop and scatter over the coriander leaves., Cut 1 lime into wedges for squeezing over, then serve up, with flatbreads on the side, if you like."
Roasted sweet potato burrito | Jamie Oliver recipes,Black bean sauce & jalapeño salsa,"https://img.jamieoliver.com/jamieoliver/recipe-database/134449899.jpg?tr=w-800,h-1066","['Serves', '4']",In50 minutes,"“Packed with beautiful flavours, this vegan burrito comes with an incredible black bean sauce for optimum dunkage. Hit it up with some vegan yoghurt and jalapeño pickle for the perfect finish. Messy, but oh so good! ”",558,9.6g,2.3g,13.2g,1.5g,17.3g,98.8g,12.5g,"2                                                                                                                                                                medium                                                                                                                                                                sweet potatoes                                                                                                                                                                , (600g), olive oil, 2                                                                                                                                                                cloves of                                                                                                                                                                garlic, ½                                                                                                                                                                a teaspoon of                                                                                                                                                                sweet smoked paprika, ½                                                                                                                                                                a teaspoon of                                                                                                                                                                ground cumin, 1 x 400                                                                                                                                                                g tin of                                                                                                                                                                black beans, 150                                                                                                                                                                g                                                                                                                                                                long grain rice, 200                                                                                                                                                                g                                                                                                                                                                spinach, 6                                                                                                                                                                                                                    spring onions, 100                                                                                                                                                                g                                                                                                                                                                sliced pickled jalapeños, ½                                                                                                                                                                a bunch of                                                                                                                                                                fresh coriander                                                                                                                                                                , (15g), 4                                                                                                                                                                                                                    wholemeal tortillas, 4                                                                                                                                                                tablespoons                                                                                                                                                                diary-free yoghurt, 1-2                                                                                                                                                                                                                    limes","Preheat the oven to 180°C/350°F/gas 4., Cut 600g of sweet potatoes into rough 3cm chunks, then toss in a roasting tin with 1 tablespoon of olive oil and a pinch of sea salt and black pepper. Roast for 40 minutes, or until soft, golden and gnarly., Place a small pan on a medium heat with 1 teaspoon of olive oil., Peel and finely slice 2 cloves of garlic, then add to the pan along with ½ a teaspoon each of sweet smoked paprika and ground cumin. Fry for 1 to 2 minutes, then tip in 1 x 400g tin of black beans (juice and all), plus 1 tin’s worth of water and simmer for 5 minutes., Season to taste, then remove from the heat and blitz with a hand blender until smooth. Return to a low heat and leave to tick away., Meanwhile, cook 150g of long grain rice in a pan of boiling salted water according to the packet instructions, then drain., Place 200g of spinach in a colander above the rice and leave to wilt for a few minutes, then squeeze out any excess water., For the salsa, trim and finely slice 6 spring onions, then place in a bowl with the 100g of sliced pickled jalapeños and a splash of pickling juice. Pick in the leaves from ½ a bunch of fresh coriander (15g) and give everything a good mix., To assemble the burritos, load up the tortillas with the sweet potatoes, rice and spinach, wrap up, then slice in half. Pour the black bean sauce between 4 plates, and arrange the burritos on top. Serve each topped with some jalapeño salsa and 1 tablespoon of dairy-free yoghurt. Cut 1 to 2 limes into wedges for squeezing over."
